player_id,season,week,pred_vol,p_start,p_boom,hit_start,hit_boom,stratum,p_start_platt,p_start_iso,p_start_strat_platt,p_start_strat_iso,p_start_platt_vol,p_boom_platt,p_boom_iso,p_boom_strat_platt,p_boom_strat_iso,p_boom_platt_vol
00-0030107,2016,1,13.36525335861668,0.249,0.0865,TRUE,TRUE,exante_mid,0.2293805934185891,0.1872146118721461,0.08228072999418518,0.15828677839851024,0.15680445594521772,0.11378515757045723,0.09127789046653144,0.03659508488769805,0.07441016333938294,0.05855974659454727
00-0030404,2016,1,12.517687923293812,0.2435,0.0995,FALSE,FALSE,exante_mid,0.22596678979183435,0.1872146118721461,0.08614412088308158,0.15828677839851024,0.11355186804520405,0.12106404372615419,0.09127789046653144,0.030261284951596478,0.07441016333938294,0.030782697159050788
00-0030414,2016,1,13.171810236559264,0.206,0.0585,TRUE,TRUE,exante_mid,0.2022167277055341,0.1872146118721461,0.11951024241725158,0.15828677839851024,0.20801702766313748,0.09583209829529514,0.08121019108280254,0.06100117530361312,0.07441016333938294,0.09744758061484536
00-0030432,2016,1,14.343614565471654,0.2595,0.0825,FALSE,FALSE,exante_high,0.23585761377452863,0.2007042253521127,0.24412136662887476,0.2631578947368421,0.2158313246271449,0.1114329588756912,0.09127789046653144,0.12597609612643604,0.14204545454545456,0.10004792724310127
00-0030456,2016,1,14.637739080600133,0.3035,0.13,FALSE,FALSE,exante_high,0.26254660868545676,0.2007042253521127,0.27626877960595847,0.2631578947368421,0.1772076033624366,0.13646049285318715,0.09127789046653144,0.15676071395924487,0.14204545454545456,0.055709181329635225
00-0030485,2016,1,15.302697205803572,0.2865,0.1,FALSE,FALSE,exante_high,0.2523081115902437,0.2007042253521127,0.2639042110454739,0.2631578947368421,0.258563769614837,0.12133398215981994,0.09127789046653144,0.13812196028723928,0.14204545454545456,0.11583482228148705
00-0030513,2016,1,16.12947787466986,0.3395,0.1245,FALSE,FALSE,exante_high,0.28402898345766686,0.2007042253521127,0.3023092729562143,0.2631578947368421,0.2528950718273114,0.13382549289775916,0.09127789046653144,0.15350800881333151,0.14204545454545456,0.12023659396795612
00-0030656,2016,1,12.583433132856833,0.2035,0.0575,TRUE,FALSE,exante_mid,0.20059874368081143,0.1872146118721461,0.12226908597810575,0.15828677839851024,0.1672692543676288,0.09511263378227428,0.08121019108280254,0.06235033726239957,0.07441016333938294,0.07593920841446836
00-0030668,2016,1,14.075860003215247,0.2845,0.121,FALSE,FALSE,exante_high,0.2510982295349014,0.2007042253521127,0.26244551400534544,0.2631578947368421,0.16074110434970065,0.13211972729190286,0.09127789046653144,0.1514035628579765,0.14204545454545456,0.04782234400199612
00-0031045,2016,1,13.195779860284915,0.172,0.0425,TRUE,TRUE,exante_mid,0.17973409366895143,0.1608187134502924,0.1650407782816552,0.15828677839851024,0.28420342935232423,0.0833614558209405,0.08121019108280254,0.09067118663265292,0.07441016333938294,0.15521109232328892
00-0031062,2016,1,11.779261139699026,0.2745,0.119,FALSE,FALSE,exante_mid,0.24502939696400045,0.2007042253521127,0.06691869947252835,0.15828677839851024,0.061916232254858594,0.13113434433249813,0.09127789046653144,0.02359138895099983,0.07441016333938294,0.015709551685712406
00-0031285,2016,1,17.159624238377333,0.388,0.1675,FALSE,FALSE,exante_high,0.3127895653354288,0.2857142857142857,0.3372976404695709,0.28865979381443296,0.2801429403928511,0.1532175184355616,0.10810810810810811,0.17748787640774485,0.14530844155844158,0.1193431521707495
00-0031301,2016,1,15.326384227411234,0.29,0.1235,FALSE,FALSE,exante_high,0.2544225096826196,0.2007042253521127,0.2664547268872689,0.2631578947368421,0.25496229171291535,0.13334050099941408,0.09127789046653144,0.15290956393942115,0.14204545454545456,0.08416294026456664
00-0031375,2016,1,12.35311412357398,0.16,0.0445,FALSE,FALSE,exante_mid,0.17151045446560345,0.1608187134502924,0.1862472714212133,0.15828677839851024,0.23307820683687702,0.08504891443967338,0.08121019108280254,0.08574720127922938,0.07441016333938294,0.09976034899028069
00-0031390,2016,1,12.887448736067212,0.28,0.123,FALSE,FALSE,exante_mid,0.24837138123895797,0.2007042253521127,0.06407845028934284,0.15828677839851024,0.09883061865045795,0.1330973010541384,0.09127789046653144,0.022512676951056618,0.07441016333938294,0.025870581577748308
00-0031569,2016,1,15.075875284993966,0.28,0.0915,FALSE,FALSE,exante_high,0.24837138123895797,0.2007042253521127,0.25915991525340554,0.2631578947368421,0.24791965594112353,0.11664720703042436,0.09127789046653144,0.132366322519393,0.14204545454545456,0.11952603473501482
00-0031897,2016,1,16.151188920982115,0.387,0.178,FALSE,FALSE,exante_high,0.31219650643792757,0.2857142857142857,0.33657543697296527,0.28865979381443296,0.1910369735520881,0.15760821559098148,0.143646408839779,0.18292769570576653,0.14857142857142858,0.06733570233128255
00-0031939,2016,1,12.793373751745822,0.1745,0.0605,FALSE,FALSE,exante_mid,0.1814262122986025,0.1608187134502924,0.1610141039108961,0.15828677839851024,0.2391092112828812,0.09725111918983731,0.08121019108280254,0.05844488804801036,0.07441016333938294,0.07764234322694742
00-0032058,2016,1,15.79501809261654,0.268,0.0915,TRUE,FALSE,exante_high,0.24106578226454967,0.2007042253521127,0.25037207715447457,0.2631578947368421,0.34542359168678755,0.11664720703042436,0.09127789046653144,0.132366322519393,0.14204545454545456,0.16399550845298486
