position,player_id,player_name,posteam,ecr_rank,ecr_as_of
RB,00-0038685,Chris Brooks,GB,55,2026-09-13T12:03:58
RB,00-0039299,George Holani,SEA,55,2026-09-09T22:42:37
RB,00-0039875,Ray Davis,BUF,56,2026-09-13T12:03:58
RB,00-0039391,Kimani Vidal,LAC,57,2026-09-13T12:03:58
RB,00-0033526,Samaje Perine,CIN,58,2026-09-13T12:03:58
RB,00-0039384,Tyrone Tracy Jr.,NYG,59,2026-09-13T12:03:58
RB,00-0040142,Kaleb Johnson,GB,62,2026-09-13T12:03:58
RB,00-0039874,Jaylen Wright,MIA,63,2026-09-13T12:03:58
RB,00-0036893,Najee Harris,NYG,64,2026-09-13T12:03:58
RB,00-0038797,Emanuel Wilson,SEA,65,2026-09-09T22:42:37
RB,00-0039798,Isaiah Davis,NYJ,65,2026-09-13T12:03:58
RB,00-0033906,Alvin Kamara,NO,66,2026-09-13T12:03:58
RB,00-0038551,Kendre Miller,NO,67,2026-09-13T12:03:58
RB,00-0040198,Ollie Gordon II,MIA,68,2026-09-13T12:03:58
RB,00-0038705,Emari Demercado,DAL,69,2026-09-13T12:03:58
RB,00-0041125,Seth McGowan,IND,70,2026-09-13T12:03:58
RB,00-0040886,Nicholas Singleton,TEN,71,2026-09-13T12:03:58
RB,00-0041052,Kaelon Black,SF,71,2026-09-10T20:50:52
RB,00-0041096,Kaytron Allen,WAS,72,2026-09-13T12:03:58
RB,00-0035537,Ty Johnson,BUF,73,2026-09-13T12:03:58
RB,00-0040078,Brashard Smith,KC,74,2026-09-14T19:04:05
RB,00-0035250,Devin Singletary,NYG,75,2026-09-13T12:03:58
RB,00-0040177,Jordan James,SF,76,2026-09-10T20:50:52
RB,00-0040238,LeQuint Allen Jr.,JAX,76,2026-09-13T12:03:58
RB,00-0041104,Demond Claiborne,MIN,77,2026-09-13T12:03:58
RB,00-0038896,Jacob Saylors,DET,78,2026-09-13T12:03:58
RB,00-0037563,Malik Davis,DAL,79,2026-09-12T19:03:45
RB,00-0040179,DJ Giddens,IND,79,2026-09-13T12:03:58
RB,00-0037157,Bam Knight,ARI,80,2026-09-13T12:03:58
RB,00-0041490,Eli Heidenreich,PIT,82,2026-09-13T12:03:58
RB,00-0039021,Roschon Johnson,CHI,83,2026-09-13T12:03:58
RB,00-0040208,Tahj Brooks,CIN,84,2026-09-13T12:03:58
RB,00-0040466,Raheim Sanders,CLE,85,2026-09-13T12:03:58
RB,00-0039746,Will Shipley,PHI,87,2026-09-13T12:03:58
RB,00-0038951,Sean Tucker,TB,88,2026-09-13T12:03:58
RB,00-0039407,Dylan Laube,LV,89,2026-09-13T12:03:58
RB,00-0039796,Rasheen Ali,BAL,91,2026-09-13T12:03:58
RB,00-0039364,Sione Vaki,DET,95,2026-09-13T12:03:58
RB,00-0038738,Hunter Luepke,DAL,96,2026-09-13T12:03:58
RB,00-0035125,Alec Ingold,LAC,97,2026-09-13T12:03:58
RB,00-0032104,Ameer Abdullah,JAX,98,2026-09-13T12:03:58
RB,00-0033376,Patrick Ricard,NYG,99,2026-09-13T12:03:58
RB,00-0039603,British Brooks,HOU,100,2026-09-13T12:03:58
RB,00-0039652,Jabari Small,DET,100,2026-09-05T20:19:31
RB,00-0036265,AJ Dillon,CAR,101,2026-09-13T12:03:58
RB,00-0031595,Michael Burton,CLE,103,2026-09-13T12:03:58
RB,00-0041081,Max Bredeson,MIN,104,2026-09-13T12:03:58
RB,00-0029892,Kyle Juszczyk,SF,105,2026-09-10T20:50:52
RB,00-0034959,Andrew Beck,NYJ,107,2026-09-13T12:03:58
RB,00-0037594,Julius Chestnut,TEN,111,2026-09-13T12:03:58
RB,00-0037557,Ronnie Rivers,LA,114,2026-09-10T20:50:52
RB,00-0036187,Reggie Gilliam,NE,115,2026-09-09T22:42:37
RB,00-0037085,Tyler Badie,DEN,115,2026-09-14T19:04:05
RB,00-0036842,Kene Nwangwu,NYJ,124,2026-09-13T12:03:58
RB,00-0040556,Corey Kiner,NE,155,2026-09-09T22:42:37
TE,00-0037744,Trey McBride,ARI,1,2026-09-13T12:03:58
TE,00-0039338,Brock Bowers,LV,1,2026-09-12T19:03:45
TE,00-0040126,Colston Loveland,CHI,2,2026-09-13T12:03:58
TE,00-0040128,Tyler Warren,IND,3,2026-09-13T12:03:58
TE,00-0039065,Sam LaPorta,DET,4,2026-09-13T12:03:58
TE,00-0040663,Harold Fannin Jr.,CLE,5,2026-09-13T12:03:58
TE,00-0036970,Kyle Pitts,ATL,6,2026-09-13T12:03:58
TE,00-0038996,Tucker Kraft,GB,7,2026-09-13T12:03:58
TE,00-0034351,Dallas Goedert,PHI,8,2026-09-13T12:03:58
TE,00-0036040,Juwan Johnson,NO,9,2026-09-13T12:03:58
TE,00-0030506,Travis Kelce,KC,10,2026-09-14T19:04:05
TE,00-0039066,Michael Mayer,LV,11,2026-09-13T12:03:58
TE,00-0037838,Isaiah Likely,NYG,12,2026-09-13T12:03:58
TE,00-0038041,Jake Ferguson,DAL,13,2026-09-13T12:03:58
TE,00-0034753,Mark Andrews,BAL,14,2026-09-13T12:03:58
TE,00-0038933,Dalton Kincaid,BUF,15,2026-09-13T12:03:58
TE,00-0034383,Dalton Schultz,HOU,16,2026-09-13T12:03:58
TE,00-0038935,Brenton Strange,JAX,17,2026-09-13T12:03:58
TE,00-0033090,Hunter Henry,NE,18,2026-09-09T22:42:37
TE,00-0035229,T.J. Hockenson,MIN,20,2026-09-13T12:03:58
TE,00-0038129,Cade Otton,TB,21,2026-09-13T12:03:58
TE,00-0037809,Chig Okonkwo,WAS,23,2026-09-13T12:03:58
TE,00-0039793,AJ Barner,SEA,23,2026-09-09T22:42:37
TE,00-0037252,Greg Dulcich,MIA,24,2026-09-13T12:03:58
TE,00-0036894,Pat Freiermuth,PIT,25,2026-09-13T12:03:58
TE,00-0040584,Gunnar Helm,TEN,27,2026-09-13T12:03:58
TE,00-0040737,Terrance Ferguson,LA,27,2026-09-10T20:50:52
TE,00-0033881,Evan Engram,DEN,29,2026-09-14T19:04:05
TE,00-0040189,Oronde Gadsden II,LAC,30,2026-09-13T12:03:58
TE,00-0036244,Colby Parkinson,LA,31,2026-09-10T20:50:52
TE,00-0041032,Kenyon Sadiq,NYJ,31,2026-09-13T12:03:58
TE,00-0033885,David Njoku,LAC,32,2026-09-13T12:03:58
TE,00-0031610,Darren Waller,CAR,33,2026-09-13T12:03:58
TE,00-0034829,Mike Gesicki,CIN,34,2026-09-13T12:03:58
TE,00-0037112,Jake Tonges,SF,35,2026-09-10T20:50:52
TE,00-0033288,George Kittle,SF,36,2026-09-10T20:50:52
TE,00-0038558,Darnell Washington,PIT,36,2026-09-13T12:03:58
TE,00-0038046,Charlie Kolar,LAC,37,2026-09-13T12:03:58
TE,00-0040736,Mason Taylor,NYJ,38,2026-09-13T12:03:58
TE,00-0041483,Eli Stowers,PHI,38,2026-09-12T19:03:45
TE,00-0039847,Theo Johnson,NYG,39,2026-09-13T12:03:58
TE,00-0036290,Cole Kmet,CHI,40,2026-09-13T12:03:58
TE,00-0035689,Dawson Knox,BUF,41,2026-09-13T12:03:58
TE,00-0039814,Erick All,CIN,42,2026-09-13T12:03:58
TE,00-0035644,Noah Fant,NO,43,2026-09-13T12:03:58
TE,00-0036637,Noah Gray,KC,45,2026-09-14T19:04:05
TE,00-0040739,Elijah Arroyo,SEA,45,2026-09-09T22:42:37
TE,00-0033110,Tyler Higbee,LA,46,2026-09-10T20:50:52
TE,00-0038115,Daniel Bellinger,TEN,47,2026-09-13T12:03:58
TE,00-0041395,Eli Raridon,NE,47,2026-09-09T22:42:37
TE,00-0037005,Tommy Tremble,CAR,48,2026-09-13T12:03:58
TE,00-0035249,Josh Oliver,MIN,49,2026-09-13T12:03:58
TE,00-0039041,Elijah Higgins,ARI,50,2026-09-13T12:03:58
TE,00-0032392,Austin Hooper,ATL,51,2026-09-13T12:03:58
TE,00-0035631,Drew Sample,CIN,53,2026-09-13T12:03:58
TE,00-0033858,Jonnu Smith,GB,54,2026-09-13T12:03:58
TE,00-0039356,Ja'Tavion Sanders,CAR,55,2026-09-13T12:03:58
TE,00-0040187,Mitchell Evans,CAR,56,2026-09-13T12:03:58
TE,00-0041524,Will Kacmarek,MIA,57,2026-09-13T12:03:58
TE,00-0036422,Adam Trautman,DEN,58,2026-09-14T19:04:05
TE,00-0034798,Durham Smythe,BAL,59,2026-09-13T12:03:58
TE,00-0039912,Ben Sinnott,WAS,60,2026-09-13T12:03:58
TE,00-0034981,Foster Moreau,HOU,61,2026-09-13T12:03:58
TE,00-0040194,Jackson Hawes,BUF,62,2026-09-13T12:03:58
TE,00-0041503,Nate Boerkircher,JAX,64,2026-09-13T12:03:58
TE,00-0038547,Luke Schoonmaker,DAL,65,2026-09-13T12:03:58
TE,00-0034365,Ian Thomas,LV,66,2026-09-13T12:03:58
TE,00-0036628,John Bates,WAS,67,2026-09-13T12:03:58
TE,00-0033217,Mo Alie-Cox,IND,68,2026-09-13T12:03:58
TE,00-0039530,Brevyn Spann-Ford,DAL,69,2026-09-13T12:03:58
TE,00-0036754,Brock Wright,DET,70,2026-09-13T12:03:58
TE,00-0039359,Cade Stover,HOU,71,2026-09-13T12:03:58
TE,00-0041472,Marlin Klein,HOU,72,2026-09-13T12:03:58
TE,00-0037805,Jeremy Ruckert,NYJ,73,2026-09-13T12:03:58
TE,00-0033246,Johnny Mundt,PHI,74,2026-09-13T12:03:58
TE,00-0039074,Davis Allen,LA,74,2026-09-10T20:50:52
TE,00-0038710,Blake Whiteheart,CLE,75,2026-09-13T12:03:58
TE,00-0041510,Max Klare,LA,75,2026-09-10T20:50:52
TE,00-0038589,Josh Whyle,GB,76,2026-09-13T12:03:58
TE,00-0041558,Sam Roush,CHI,77,2026-09-13T12:03:58
TE,00-0034613,Tanner Hudson,CIN,78,2026-09-05T20:19:31
TE,00-0037004,Hunter Long,ARI,78,2026-09-13T12:03:58
TE,00-0041084,Tanner Koziol,JAX,79,2026-09-13T12:03:58
TE,00-0041116,Jack Endries,CIN,80,2026-09-13T12:03:58
TE,00-0038783,Nate Adkins,DEN,81,2026-09-14T19:04:05
TE,00-0033576,Eric Saubert,SEA,82,2026-09-09T22:42:37
TE,00-0039050,Payne Durham,TB,82,2026-09-13T12:03:58
TE,00-0036876,Kylen Granson,TEN,85,2026-09-13T12:03:58
TE,00-0036429,Charlie Woerner,ATL,86,2026-09-13T12:03:58
TE,00-0039824,Jared Wiley,KC,88,2026-09-14T19:04:05
TE,00-0041094,Bauer Sharp,TB,89,2026-09-13T12:03:58
TE,00-0041077,Justin Joly,MIA,90,2026-09-13T12:03:58
TE,00-0041579,Seydou Traore,MIA,91,2026-09-13T12:03:58
TE,00-0034270,Tyler Conklin,DET,92,2026-09-13T12:03:58
TE,00-0038809,Ben Sims,MIA,92,2026-09-05T20:19:31
TE,00-0040887,Josh Cuevas,BAL,95,2026-09-13T12:03:58
TE,00-0039648,David Martin-Robinson,TEN,96,2026-09-13T12:03:58
TE,00-0041131,Carsen Ryan,CLE,97,2026-09-13T12:03:58
TE,00-0037311,Ko Kieft,TB,98,2026-09-13T12:03:58
TE,00-0033757,Robert Tonyan,PIT,99,2026-09-13T12:03:58
TE,00-0036590,Quintin Morris,JAX,100,2026-09-13T12:03:58
TE,00-0031484,Chris Manhertz,NYG,101,2026-09-13T12:03:58
TE,00-0041133,Dallen Bentley,DEN,102,2026-09-14T19:04:05
TE,00-0038498,E.J. Jenkins,PHI,103,2026-09-13T12:03:58
TE,00-0040215,Gavin Bartholomew,MIN,104,2026-09-13T12:03:58
TE,00-0040081,Jake Briningstool,KC,105,2026-09-14T19:04:05
TE,00-0040225,Thomas Fidone II,NYG,108,2026-09-13T12:03:58
TE,00-0036556,Brevin Jordan,HOU,109,2026-09-13T12:03:58
TE,00-0036887,Luke Farrell,SF,110,2026-09-10T20:50:52
TE,00-0037755,Jelani Woods,NYJ,111,2026-09-13T12:03:58
TE,00-0040598,Mark Redman,GB,113,2026-09-13T12:03:58
TE,00-0040509,Ben Yurosek,MIN,115,2026-09-09T22:42:37
TE,00-0041041,Oscar Delp,NO,115,2026-09-13T12:03:58
TE,00-0041398,Riley Nowakowski,PIT,116,2026-09-13T12:03:58
TE,00-0040363,Keleki Latu,BUF,117,2026-09-13T12:03:58
TE,00-0038564,Cameron Latu,NE,127,2026-09-09T22:42:37
TE,00-0041314,Tanner Arkin,NE,149,2026-09-09T22:42:37
TE,00-0038643,Brayden Willis,SF,152,2026-09-05T21:34:00
WR,00-0036900,Ja'Marr Chase,CIN,1,2026-09-13T12:03:58
WR,00-0039075,Puka Nacua,LA,2,2026-09-10T20:50:52
WR,00-0036963,Amon-Ra St. Brown,DET,3,2026-09-13T12:03:58
WR,00-0038543,Jaxon Smith-Njigba,SEA,3,2026-09-09T22:42:37
WR,00-0036358,CeeDee Lamb,DAL,5,2026-09-13T12:03:58
WR,00-0037239,Chris Olave,NO,6,2026-09-13T12:03:58
WR,00-0036322,Justin Jefferson,MIN,7,2026-09-13T12:03:58
WR,00-0036554,Nico Collins,HOU,8,2026-09-13T12:03:58
WR,00-0037247,George Pickens,DAL,9,2026-09-13T12:03:58
WR,00-0036912,DeVonta Smith,PHI,10,2026-09-13T12:03:58
WR,00-0035676,A.J. Brown,NE,11,2026-09-09T22:42:37
WR,00-0039064,Zay Flowers,BAL,12,2026-09-13T12:03:58
WR,00-0037740,Garrett Wilson,NYJ,13,2026-09-13T12:03:58
WR,00-0037238,Drake London,ATL,14,2026-09-13T12:03:58
WR,00-0036410,Tee Higgins,CIN,15,2026-09-13T12:03:58
WR,00-0039915,Ladd McConkey,LAC,16,2026-09-13T12:03:58
WR,00-0040124,Tetairoa McMillan,CAR,17,2026-09-13T12:03:58
WR,00-0039067,Rashee Rice,KC,18,2026-09-14T19:04:05
WR,00-0036613,Jaylen Waddle,DEN,19,2026-09-14T19:04:05
WR,00-0039337,Malik Nabers,NYG,20,2026-09-13T12:03:58
WR,00-0031381,Davante Adams,LA,21,2026-09-10T20:50:52
WR,00-0040129,Emeka Egbuka,TB,22,2026-09-13T12:03:58
WR,00-0037240,Jameson Williams,DET,23,2026-09-13T12:03:58
WR,00-0040735,Luther Burden III,CHI,24,2026-09-13T12:03:58
WR,00-0031408,Mike Evans,SF,25,2026-09-10T20:50:52
WR,00-0038124,Christian Watson,GB,25,2026-09-13T12:03:58
WR,00-0038606,Parker Washington,JAX,26,2026-09-13T12:03:58
WR,00-0033921,Chris Godwin Jr.,TB,27,2026-09-13T12:03:58
WR,00-0035659,Terry McLaurin,WAS,28,2026-09-13T12:03:58
WR,00-0034827,DJ Moore,BUF,30,2026-09-13T12:03:58
WR,00-0035640,DK Metcalf,PIT,31,2026-09-13T12:03:58
WR,00-0039919,Rome Odunze,CHI,32,2026-09-13T12:03:58
WR,00-0039849,Marvin Harrison Jr.,ARI,33,2026-09-13T12:03:58
WR,00-0038544,Quentin Johnston,LAC,34,2026-09-13T12:03:58
WR,00-0036252,Michael Pittman,PIT,35,2026-09-13T12:03:58
WR,00-0038997,Josh Downs,IND,36,2026-09-13T12:03:58
WR,00-0038117,Wan'Dale Robinson,TEN,37,2026-09-13T12:03:58
WR,00-0034348,Courtland Sutton,DEN,38,2026-09-14T19:04:05
WR,00-0038559,Michael Wilson,ARI,39,2026-09-13T12:03:58
WR,00-0041438,Carnell Tate,TEN,40,2026-09-13T12:03:58
WR,00-0039146,Jayden Reed,GB,41,2026-09-13T12:03:58
WR,00-0039893,Brian Thomas Jr.,JAX,42,2026-09-13T12:03:58
WR,00-0038994,Jordan Addison,MIN,43,2026-09-13T12:03:58
WR,00-0034960,Jakobi Meyers,JAX,44,2026-09-13T12:03:58
WR,00-0039491,Jalen Coker,CAR,45,2026-09-13T12:03:58
WR,00-0038563,Tre Tucker,LV,46,2026-09-13T12:03:58
WR,00-0031588,Stefon Diggs,WAS,47,2026-09-13T12:03:58
WR,00-0037816,Romeo Doubs,NE,47,2026-09-09T22:42:37
WR,00-0041547,KC Concepcion,CLE,48,2026-09-13T12:03:58
WR,00-0037664,Alec Pierce,IND,49,2026-09-13T12:03:58
WR,00-0040667,Matthew Golden,GB,50,2026-09-13T12:03:58
WR,00-0037545,Rashid Shaheed,SEA,51,2026-09-09T22:42:37
WR,00-0037261,Khalil Shakir,BUF,52,2026-09-13T12:03:58
WR,00-0039894,Xavier Worthy,KC,53,2026-09-14T19:04:05
WR,00-0040867,Makai Lemon,PHI,56,2026-09-13T12:03:58
WR,00-0037291,Jalen Nailor,LV,57,2026-09-13T12:03:58
WR,00-0039890,Adonai Mitchell,NYJ,59,2026-09-13T12:03:58
WR,00-0041035,De'Zhaun Stribling,SF,60,2026-09-10T20:50:52
WR,00-0041037,Denzel Boston,CLE,60,2026-09-13T12:03:58
WR,00-0033908,Cooper Kupp,SEA,61,2026-09-09T22:42:37
WR,00-0038393,Dontayvion Wicks,PHI,61,2026-09-13T12:03:58
WR,00-0039424,Devaughn Vele,NO,62,2026-09-13T12:03:58
WR,00-0036407,Jerry Jeudy,CLE,63,2026-09-13T12:03:58
WR,00-0038608,Kayshon Boutte,HOU,64,2026-09-13T12:03:58
WR,00-0036259,Jauan Jennings,MIN,65,2026-09-13T12:03:58
WR,00-0030279,Keenan Allen,IND,66,2026-09-13T12:03:58
WR,00-0039880,Malik Washington,MIA,67,2026-09-13T12:03:58
WR,00-0040727,Tre Harris,LAC,68,2026-09-13T12:03:58
