bin,n,pred,emp,delta,method,threshold,position
"[0.5,0.6)",44,0.5348515156913415,0.5,-0.034851515691341484,platt_vegas,20+,RB
"[0.6,0.7)",15,0.6305233528957943,0.6666666666666666,0.03614331377087232,platt_vegas,20+,RB
"[0.7,0.8)",4,0.7249548918599755,0.5,-0.22495489185997553,platt_vegas,20+,RB
"[0,0.1)",4573,0.05755282750560627,0.05270063415700853,-0.004852193348597746,platt_vol_vegas,20+,RB
"[0.1,0.2)",2719,0.14437141844562307,0.15630746598013975,0.011936047534516686,platt_vol_vegas,20+,RB
"[0.2,0.3)",1650,0.24420173575829432,0.24242424242424243,-0.0017774933340518884,platt_vol_vegas,20+,RB
"[0.3,0.4)",664,0.34069206134553404,0.31626506024096385,-0.02442700110457019,platt_vol_vegas,20+,RB
"[0.4,0.5)",216,0.4382949572306341,0.4398148148148148,0.0015198575841807171,platt_vol_vegas,20+,RB
"[0.5,0.6)",54,0.5307819448332839,0.42592592592592593,-0.10485601890735796,platt_vol_vegas,20+,RB
"[0.6,0.7)",19,0.6379477107756073,0.7894736842105263,0.15152597343491903,platt_vol_vegas,20+,RB
"[0.7,0.8)",4,0.7344323962465011,0.5,-0.23443239624650114,platt_vol_vegas,20+,RB
"[0,0.1)",824,0.08546541262135922,0.0825242718446602,-0.0029411407766990194,raw,15+,WR
"[0.1,0.2)",4485,0.14912742474916388,0.14002229654403567,-0.00910512820512821,raw,15+,WR
"[0.2,0.3)",4106,0.24862627861665854,0.24135411592791037,-0.007272162688748168,raw,15+,WR
"[0.3,0.4)",2663,0.34652384528727,0.3612467142320691,0.014722868944799128,raw,15+,WR
"[0.4,0.5)",1703,0.44557839107457425,0.4415736934820904,-0.004004697592483841,raw,15+,WR
"[0.5,0.6)",781,0.5416248399487836,0.5313700384122919,-0.01025480153649172,raw,15+,WR
"[0.6,0.7)",165,0.633430303030303,0.6121212121212121,-0.021309090909090944,raw,15+,WR
"[0.7,0.8)",9,0.7212222222222222,0.5555555555555556,-0.16566666666666663,raw,15+,WR
"[0,0.1)",911,0.08560962205672214,0.0867178924259056,0.0011082703691834561,platt,15+,WR
"[0.1,0.2)",4684,0.14890077372986443,0.14496157130657558,-0.003939202423288851,platt,15+,WR
"[0.2,0.3)",4168,0.24711922782438828,0.24784069097888675,7.214631544984751e-4,platt,15+,WR
"[0.3,0.4)",2658,0.3459412483294769,0.37358916478555304,0.027647916456076116,platt,15+,WR
"[0.4,0.5)",1565,0.445262038609141,0.460702875399361,0.015440836790220014,platt,15+,WR
"[0.5,0.6)",646,0.5400923832446194,0.5464396284829721,0.006347245238352728,platt,15+,WR
"[0.6,0.7)",101,0.6323882560200114,0.6039603960396039,-0.02842785998040742,platt,15+,WR
"[0.7,0.8)",3,0.7107436406639237,1,0.2892563593360763,platt,15+,WR
"[0,0.1)",1739,0.08459619709025543,0.09085681426106958,0.006260617170814151,iso,15+,WR
"[0.1,0.2)",3685,0.15122444879245028,0.1560379918588874,0.004813543066437109,iso,15+,WR
"[0.2,0.3)",3880,0.24141607468596463,0.238659793814433,-0.0027562808715316245,iso,15+,WR
"[0.3,0.4)",3398,0.35980111768326956,0.36933490288404947,0.00953378520077991,iso,15+,WR
"[0.4,0.5)",1279,0.43417196131208186,0.4620797498045348,0.027907788492452956,iso,15+,WR
"[0.5,0.6)",682,0.5578041829868856,0.5513196480938416,-0.006484534893044014,iso,15+,WR
"[0.6,0.7)",73,0.6201796071546479,0.5616438356164384,-0.05853577153820955,iso,15+,WR
"[0,0.1)",1665,0.09208259405710402,0.09309309309309309,0.0010104990359890709,strat_platt,15+,WR
"[0.1,0.2)",3813,0.15125509742002044,0.15211119853134014,8.561011113197015e-4,strat_platt,15+,WR
"[0.2,0.3)",4134,0.2478053759954344,0.24528301886792453,-0.0025223571275098666,strat_platt,15+,WR
"[0.3,0.4)",2666,0.3465358556438467,0.3668417104276069,0.02030585478376018,strat_platt,15+,WR
"[0.4,0.5)",1726,0.446952557560429,0.4519119351100811,0.004959377549652089,strat_platt,15+,WR
"[0.5,0.6)",692,0.5349941352072036,0.5621387283236994,0.027144593116495752,strat_platt,15+,WR
"[0.6,0.7)",40,0.6200429801583868,0.65,0.029957019841613253,strat_platt,15+,WR
"[0,0.1)",1755,0.08243414703789906,0.09344729344729345,0.011013146409394395,strat_iso,15+,WR
"[0.1,0.2)",3338,0.14798595242085447,0.15158777711204313,0.0036018246911886653,strat_iso,15+,WR
"[0.2,0.3)",4227,0.2391732912451379,0.23539153063638515,-0.003781760608752738,strat_iso,15+,WR
"[0.3,0.4)",3466,0.36025563500534385,0.37160992498557416,0.011354289980230303,strat_iso,15+,WR
"[0.4,0.5)",1155,0.4382370697649908,0.4597402597402597,0.0215031899752689,strat_iso,15+,WR
"[0.5,0.6)",757,0.5512974341648711,0.5521796565389696,8.82222374098518e-4,strat_iso,15+,WR
"[0.6,0.7)",33,0.6272673992164789,0.5757575757575758,-0.05150982345890309,strat_iso,15+,WR
"[0.7,0.8)",3,0.7298474945533769,0,-0.7298474945533769,strat_iso,15+,WR
"[0.8,0.9)",1,0.875,0,-0.875,strat_iso,15+,WR
"[0.9,1]",1,0.9,1,0.09999999999999998,strat_iso,15+,WR
"[0,0.1)",834,0.08872368810659255,0.08872901678657075,5.328679978197637e-6,platt_vol,15+,WR
"[0.1,0.2)",4881,0.1477434511696692,0.1440278631427986,-0.003715588026870581,platt_vol,15+,WR
"[0.2,0.3)",4115,0.24675478308294996,0.25443499392466584,0.007680210841715884,platt_vol,15+,WR
"[0.3,0.4)",2517,0.34617357746973726,0.37584425903853796,0.029670681568800705,platt_vol,15+,WR
"[0.4,0.5)",1568,0.4447677372359343,0.4534438775510204,0.008676140315086067,platt_vol,15+,WR
"[0.5,0.6)",693,0.540699560658836,0.5266955266955267,-0.014004033963309293,platt_vol,15+,WR
"[0.6,0.7)",122,0.6354364949123777,0.5901639344262295,-0.04527256048614825,platt_vol,15+,WR
"[0.7,0.8)",6,0.7414552672708605,0.6666666666666666,-0.0747886006041939,platt_vol,15+,WR
"[0,0.1)",1064,0.08226588967890792,0.08928571428571429,0.007019824606806363,platt_vegas,15+,WR
"[0.1,0.2)",4611,0.14971162894561754,0.14769030579050096,-0.002021323155116578,platt_vegas,15+,WR
"[0.2,0.3)",4128,0.24718177009086642,0.25266472868217055,0.005482958591304127,platt_vegas,15+,WR
"[0.3,0.4)",2609,0.34529848072187097,0.3717899578382522,0.026491477116381223,platt_vegas,15+,WR
"[0.4,0.5)",1474,0.4445256163989668,0.45793758480325647,0.013411968404289654,platt_vegas,15+,WR
"[0.5,0.6)",694,0.5403569049186226,0.5273775216138329,-0.01297938330478976,platt_vegas,15+,WR
"[0.6,0.7)",149,0.632339515636185,0.5838926174496645,-0.04844689818652048,platt_vegas,15+,WR
"[0.7,0.8)",7,0.7103479536546841,0.7142857142857143,0.0039377606310302404,platt_vegas,15+,WR
"[0,0.1)",922,0.0846480381266992,0.08893709327548807,0.00428905514878887,platt_vol_vegas,15+,WR
"[0.1,0.2)",5075,0.1494054297595774,0.1489655172413793,-4.3991251819811006e-4,platt_vol_vegas,15+,WR
"[0.2,0.3)",3999,0.24642754378968518,0.25481370342585646,0.008386159636171286,platt_vol_vegas,15+,WR
"[0.3,0.4)",2378,0.34545229430692126,0.38393608074011776,0.0384837864331965,platt_vol_vegas,15+,WR
"[0.4,0.5)",1401,0.44653921265383567,0.45467523197715914,0.008136019323323473,platt_vol_vegas,15+,WR
"[0.5,0.6)",729,0.5429126763614087,0.5198902606310014,-0.02302241573040731,platt_vol_vegas,15+,WR
"[0.6,0.7)",204,0.6350424283918968,0.5735294117647058,-0.061513016627191,platt_vol_vegas,15+,WR
"[0.7,0.8)",27,0.7308098010467976,0.7037037037037037,-0.027106097343093882,platt_vol_vegas,15+,WR
"[0.8,0.9)",1,0.8397978101159375,0,-0.8397978101159375,platt_vol_vegas,15+,WR
"[0,0.1)",8139,0.05490846541344145,0.0633984518982676,0.008489986484826142,raw,20+,WR
"[0.1,0.2)",4218,0.14177714556661924,0.17472735893788524,0.032950213371265996,raw,20+,WR
"[0.2,0.3)",1770,0.24268050847457628,0.2655367231638418,0.02285621468926552,raw,20+,WR
"[0.3,0.4)",529,0.3359281663516068,0.34026465028355385,0.004336483931947022,raw,20+,WR
"[0.4,0.5)",75,0.4303,0.4666666666666667,0.03636666666666666,raw,20+,WR
"[0.5,0.6)",5,0.5144,0.4,-0.11439999999999995,raw,20+,WR
"[0,0.1)",6970,0.05981345841636072,0.05437589670014347,-0.005437561716217246,platt,20+,WR
"[0.1,0.2)",4829,0.14179456323427697,0.15448332988196314,0.012688766647686173,platt,20+,WR
"[0.2,0.3)",2136,0.24382598525343427,0.25234082397003743,0.008514838716603162,platt,20+,WR
"[0.3,0.4)",703,0.338820934901461,0.3328591749644381,-0.005961759937022859,platt,20+,WR
"[0.4,0.5)",95,0.43246417536774523,0.42105263157894735,-0.011411543788797884,platt,20+,WR
"[0.5,0.6)",3,0.5152919142351212,0.6666666666666666,0.1513747524315454,platt,20+,WR
