position,player_id,player_name,posteam,defteam,kickoff_et,thresh_start,thresh_boom,p_start_recal,p_boom_recal,start_pct,boom_pct,fp_actual,dnp,hit_start,hit_boom,band_start
QB,00-0032268,Marcus Mariota,WAS,DAL,2026-09-20T16:25:00Z,20,25,0.10632867766841309,0,11,2,8.740000000000002,FALSE,FALSE,FALSE,10-25%
TE,00-0032392,Austin Hooper,ATL,CAR,2026-09-20T13:00:00Z,12,17,0.14036174717513636,0.04792919143411586,14,5,4,FALSE,FALSE,FALSE,10-25%
WR,00-0032398,Chris Moore,BAL,NO,2026-09-20T13:00:00Z,15,20,0.201192747916955,0.128859649122807,20,13,1.6,FALSE,FALSE,FALSE,10-25%
WR,00-0032464,Kalif Raymond,CHI,MIN,2026-09-20T13:00:00Z,15,20,0.4356702611262708,0.22448979591836735,44,22,9,FALSE,FALSE,FALSE,25-50%
RB,00-0032764,Derrick Henry,BAL,NO,2026-09-20T13:00:00Z,15,20,0.6118975842566088,0.35960676238569556,61,36,17.700000000000003,FALSE,TRUE,FALSE,50%+
WR,00-0032775,Demarcus Robinson,SF,MIA,2026-09-20T16:25:00Z,15,20,0.20132901517110255,0.0681265206812652,20,7,6.4,FALSE,FALSE,FALSE,10-25%
QB,00-0032950,Carson Wentz,MIN,CHI,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,6.32,FALSE,FALSE,FALSE,10-25%
WR,00-0032951,Laquon Treadwell,IND,KC,2026-09-20T20:20:00Z,15,20,0.07502739020213382,0.01603206412825651,8,2,9.100000000000001,FALSE,FALSE,FALSE,under 10%
QB,00-0033077,Dak Prescott,DAL,WAS,2026-09-20T16:25:00Z,20,25,0.4825468301489701,0.2616392889619001,48,26,29.76,FALSE,TRUE,TRUE,25-50%
TE,00-0033090,Hunter Henry,NE,PIT,2026-09-20T13:00:00Z,12,17,0.2535642313210973,0.11627981872771467,25,12,7,FALSE,FALSE,FALSE,25-50%
QB,00-0033106,Jared Goff,DET,BUF,2026-09-18T00:15:00Z,20,25,0.3753603244046053,0.15351958474102703,38,15,29.779999999999998,FALSE,TRUE,TRUE,25-50%
QB,00-0033119,Jacoby Brissett,ARI,SEA,2026-09-20T16:25:00Z,20,25,0.19778703838732323,0.106638759217984,20,11,6.500000000000001,FALSE,FALSE,FALSE,10-25%
TE,00-0033217,Mo Alie-Cox,IND,KC,2026-09-20T20:20:00Z,12,17,0.1322268980468366,0.0490204181443333,13,5,0,TRUE,FALSE,FALSE,10-25%
TE,00-0033246,Johnny Mundt,PHI,TEN,2026-09-20T13:00:00Z,12,17,0.1394844008031112,0.04520207320489637,14,5,2.8,FALSE,FALSE,FALSE,10-25%
RB,00-0033280,Christian McCaffrey,SF,MIA,2026-09-20T16:25:00Z,15,20,0.6148807900202238,0.3753380925684764,61,38,22.6,FALSE,TRUE,TRUE,50%+
TE,00-0033288,George Kittle,SF,MIA,2026-09-20T16:25:00Z,12,17,0.5105032001363162,0.2905776261314197,51,29,18,FALSE,TRUE,TRUE,50%+
RB,00-0033293,Aaron Jones,MIN,CHI,2026-09-20T13:00:00Z,15,20,0.1783467206092654,0.07410684647452986,18,7,10.5,FALSE,FALSE,FALSE,10-25%
WR,00-0033307,Kendrick Bourne,ARI,SEA,2026-09-20T16:25:00Z,15,20,0.29707384609854265,0.17068075117370893,30,17,3.1,FALSE,FALSE,FALSE,25-50%
QB,00-0033319,Nick Mullens,JAX,DEN,2026-09-20T16:05:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
RB,00-0033526,Samaje Perine,CIN,HOU,2026-09-20T13:00:00Z,15,20,0.0949759439634924,0.0320171200914087,9,3,3.2,FALSE,FALSE,FALSE,under 10%
QB,00-0033537,Deshaun Watson,CLE,TB,2026-09-20T13:00:00Z,20,25,0.2010601316038727,0.07843394701185516,20,8,19.72,FALSE,FALSE,FALSE,10-25%
WR,00-0033555,Mack Hollins,NE,PIT,2026-09-20T13:00:00Z,15,20,0.24186204616299656,0.1020408163265306,24,10,3.8,FALSE,FALSE,FALSE,10-25%
TE,00-0033576,Eric Saubert,SEA,ARI,2026-09-20T16:25:00Z,12,17,0.1425758760221081,0.05393330088542496,14,5,0,FALSE,FALSE,FALSE,10-25%
QB,00-0033662,Cooper Rush,ATL,CAR,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,-0.56,FALSE,FALSE,FALSE,10-25%
TE,00-0033757,Robert Tonyan,PIT,NE,2026-09-20T13:00:00Z,12,17,0.11775553054336568,0.04956610774783282,12,5,0,TRUE,FALSE,FALSE,10-25%
TE,00-0033858,Jonnu Smith,GB,NYJ,2026-09-20T13:00:00Z,12,17,0.1609583361071428,0.05338724910356462,16,5,0,TRUE,FALSE,FALSE,10-25%
QB,00-0033869,Mitchell Trubisky,TEN,PHI,2026-09-20T13:00:00Z,20,25,0.09540039371794291,0.02027325304247184,10,2,0,TRUE,FALSE,FALSE,under 10%
QB,00-0033873,Patrick Mahomes,KC,IND,2026-09-20T20:20:00Z,20,25,0.4017626947027874,0.19159850760598415,40,19,28.98,FALSE,TRUE,TRUE,25-50%
TE,00-0033881,Evan Engram,DEN,JAX,2026-09-20T16:05:00Z,12,17,0.37687661459206134,0.19907502425393295,38,20,2.7,FALSE,FALSE,FALSE,25-50%
TE,00-0033885,David Njoku,LAC,LV,2026-09-20T16:05:00Z,12,17,0.2927789386133922,0.1386780384235248,29,14,1.9,FALSE,FALSE,FALSE,25-50%
RB,00-0033906,Alvin Kamara,NO,BAL,2026-09-20T13:00:00Z,15,20,0.12404926443499736,0,12,2,7.2,FALSE,FALSE,FALSE,10-25%
WR,00-0033908,Cooper Kupp,SEA,ARI,2026-09-20T16:25:00Z,15,20,0.2064426876294293,0.0681265206812652,21,7,4,FALSE,FALSE,FALSE,10-25%
WR,00-0033921,Chris Godwin Jr.,TB,CLE,2026-09-20T13:00:00Z,15,20,0.26920494219469276,0.11428571428571428,27,11,8.8,FALSE,FALSE,FALSE,25-50%
QB,00-0033949,Joshua Dobbs,DET,BUF,2026-09-18T00:15:00Z,20,25,0.0957000505158952,0,10,2,0,TRUE,FALSE,FALSE,under 10%
TE,00-0034270,Tyler Conklin,DET,BUF,2026-09-18T00:15:00Z,12,17,0.17628056967448666,0.06212839979150592,18,6,0,TRUE,FALSE,FALSE,10-25%
WR,00-0034348,Courtland Sutton,DEN,JAX,2026-09-20T16:05:00Z,15,20,0.31324634277532587,0.14439140811455847,31,14,5.5,FALSE,FALSE,FALSE,25-50%
TE,00-0034351,Dallas Goedert,PHI,TEN,2026-09-20T13:00:00Z,12,17,0.3139731907462686,0.21748354348230667,31,22,1.4,FALSE,FALSE,FALSE,25-50%
TE,00-0034365,Ian Thomas,LV,LAC,2026-09-20T16:05:00Z,12,17,0.11667714747938508,0.03920792541404707,12,4,2.1,FALSE,FALSE,FALSE,10-25%
TE,00-0034383,Dalton Schultz,HOU,CIN,2026-09-20T13:00:00Z,12,17,0.4498755454567167,0.250934786114908,45,25,26,FALSE,TRUE,TRUE,25-50%
QB,00-0034577,Kyle Allen,BUF,DET,2026-09-18T00:15:00Z,20,25,0.0957000505158952,0,10,2,0,TRUE,FALSE,FALSE,under 10%
TE,00-0034613,Tanner Hudson,CIN,HOU,2026-09-20T13:00:00Z,12,17,0.1434777674098875,0.0490204181443333,14,5,0,TRUE,FALSE,FALSE,10-25%
TE,00-0034753,Mark Andrews,BAL,NO,2026-09-20T13:00:00Z,12,17,0.4725615797009592,0.2943680812336345,47,29,10.9,FALSE,FALSE,FALSE,25-50%
QB,00-0034771,Mason Rudolph,PIT,NE,2026-09-20T13:00:00Z,20,25,0.06308335940158785,0,6,2,0.30000000000000004,FALSE,FALSE,FALSE,under 10%
QB,00-0034796,Lamar Jackson,BAL,NO,2026-09-20T13:00:00Z,20,25,0.4365680841362712,0.23095361109506457,44,23,14.8,FALSE,FALSE,FALSE,25-50%
TE,00-0034798,Durham Smythe,BAL,NO,2026-09-20T13:00:00Z,12,17,0.15342208277574815,0.0490204181443333,15,5,0,FALSE,FALSE,FALSE,10-25%
WR,00-0034827,DJ Moore,BUF,DET,2026-09-18T00:15:00Z,15,20,0.30182848985032046,0.1778975741239892,30,18,-0.1,FALSE,FALSE,FALSE,25-50%
TE,00-0034829,Mike Gesicki,CIN,HOU,2026-09-20T13:00:00Z,12,17,0.3664685949189827,0.1730087298720491,37,17,0,TRUE,FALSE,FALSE,25-50%
WR,00-0034837,Calvin Ridley,TEN,PHI,2026-09-20T13:00:00Z,15,20,0.11193963379091457,0.0332425068119891,11,3,5.5,FALSE,FALSE,FALSE,10-25%
RB,00-0034844,Saquon Barkley,PHI,TEN,2026-09-20T13:00:00Z,15,20,0.4820805402103156,0.22731234896352792,48,23,3,FALSE,FALSE,FALSE,25-50%
WR,00-0034854,KhaDarel Hodge,SF,MIA,2026-09-20T16:25:00Z,15,20,0.10787100189753016,0.0332425068119891,11,3,2.8,FALSE,FALSE,FALSE,10-25%
QB,00-0034855,Baker Mayfield,TB,CLE,2026-09-20T13:00:00Z,20,25,0.3340062133742678,0.17300867587814164,33,17,12.180000000000001,FALSE,FALSE,FALSE,25-50%
QB,00-0034857,Josh Allen,BUF,DET,2026-09-18T00:15:00Z,20,25,0.6697471581240415,0.35452843247806193,67,35,40.82,FALSE,TRUE,TRUE,50%+
QB,00-0034869,Sam Darnold,SEA,ARI,2026-09-20T16:25:00Z,20,25,0.11132867766841308,0,11,2,0,TRUE,FALSE,FALSE,10-25%
RB,00-0034959,Andrew Beck,NYJ,GB,2026-09-20T13:00:00Z,15,20,0.08956073815149684,0.0324635076245836,9,3,0,FALSE,FALSE,FALSE,under 10%
WR,00-0034960,Jakobi Meyers,JAX,DEN,2026-09-20T16:05:00Z,15,20,0.20132901517110255,0.0681265206812652,20,7,3.8000000000000003,FALSE,FALSE,FALSE,10-25%
RB,00-0034975,Justice Hill,BAL,NO,2026-09-20T13:00:00Z,15,20,0.1136787717182238,0.03597712195250222,11,4,3.8,FALSE,FALSE,FALSE,10-25%
TE,00-0034981,Foster Moreau,HOU,CIN,2026-09-20T13:00:00Z,12,17,0.13365282844419513,0.04138665329369701,13,4,5.4,FALSE,FALSE,FALSE,10-25%
WR,00-0035021,Ashton Dulin,IND,KC,2026-09-20T20:20:00Z,15,20,0.09016441497703048,0.01603206412825651,9,2,0,TRUE,FALSE,FALSE,under 10%
RB,00-0035125,Alec Ingold,LAC,LV,2026-09-20T16:05:00Z,15,20,0.10493140230102012,0.03769887645069918,10,4,0,FALSE,FALSE,FALSE,10-25%
WR,00-0035208,Olamide Zaccheaus,ATL,CAR,2026-09-20T13:00:00Z,15,20,0.09016441497703048,0.0332425068119891,9,3,1.3,FALSE,FALSE,FALSE,under 10%
QB,00-0035228,Kyler Murray,MIN,CHI,2026-09-20T13:00:00Z,20,25,0.20156540824276245,0.05099788810434007,20,5,0,TRUE,FALSE,FALSE,10-25%
TE,00-0035229,T.J. Hockenson,MIN,CHI,2026-09-20T13:00:00Z,12,17,0.2988126348251973,0.15013476517328692,30,15,5.9,FALSE,FALSE,FALSE,25-50%
TE,00-0035249,Josh Oliver,MIN,CHI,2026-09-20T13:00:00Z,12,17,0.21358517042296293,0.09276022534774776,21,9,3.4000000000000004,FALSE,FALSE,FALSE,10-25%
RB,00-0035261,Tony Pollard,TEN,PHI,2026-09-20T13:00:00Z,15,20,0.213673457354414,0.09679583953069804,21,10,7.5,FALSE,FALSE,FALSE,10-25%
QB,00-0035264,Jarrett Stidham,DEN,JAX,2026-09-20T16:05:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
QB,00-0035289,Gardner Minshew,ARI,SEA,2026-09-20T16:25:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
TE,00-0035345,Chris Myarick,LV,LAC,2026-09-20T16:05:00Z,12,17,0.11928889754688574,0.05393330088542496,12,5,0,TRUE,FALSE,FALSE,10-25%
WR,00-0035406,Lil'Jordan Humphrey,DEN,JAX,2026-09-20T16:05:00Z,15,20,0.11433858514497558,0.04385964912280701,11,4,0,FALSE,FALSE,FALSE,10-25%
RB,00-0035537,Ty Johnson,BUF,DET,2026-09-18T00:15:00Z,15,20,0.12813736320563435,0.04682826196898371,13,5,0,TRUE,FALSE,FALSE,10-25%
WR,00-0035544,Tom Kennedy,DET,BUF,2026-09-18T00:15:00Z,15,20,0.10732370289568062,0.0332425068119891,11,3,0,FALSE,FALSE,FALSE,10-25%
WR,00-0035589,Gary Jennings,LAC,LV,2026-09-20T16:05:00Z,15,20,0.19055717346503043,0.1052425068119891,19,11,0,TRUE,FALSE,FALSE,10-25%
RB,00-0035594,Travis Homer,PIT,NE,2026-09-20T13:00:00Z,15,20,0.08554772146900073,0.03156901681037977,9,3,1.6,FALSE,FALSE,FALSE,under 10%
TE,00-0035631,Drew Sample,CIN,HOU,2026-09-20T13:00:00Z,12,17,0.150231610770125,0.04029714197416743,15,4,0,TRUE,FALSE,FALSE,10-25%
WR,00-0035640,DK Metcalf,PIT,NE,2026-09-20T13:00:00Z,15,20,0.3158429031044709,0.1778975741239892,32,18,6.7,FALSE,FALSE,FALSE,25-50%
TE,00-0035644,Noah Fant,NO,BAL,2026-09-20T13:00:00Z,12,17,0.16048055606585326,0.05666414667361906,16,6,0,FALSE,FALSE,FALSE,10-25%
WR,00-0035659,Terry McLaurin,WAS,DAL,2026-09-20T16:25:00Z,15,20,0.2398028657374809,0.08568075117370892,24,9,7,FALSE,FALSE,FALSE,10-25%
WR,00-0035662,Marquise Brown,PHI,TEN,2026-09-20T13:00:00Z,15,20,0.11960129745061006,0.05199698568198945,12,5,1.2000000000000002,FALSE,FALSE,FALSE,10-25%
WR,00-0035676,A.J. Brown,NE,PIT,2026-09-20T13:00:00Z,15,20,0.3436520188670218,0.20536717428087983,34,21,0,TRUE,FALSE,FALSE,25-50%
RB,00-0035685,David Montgomery,HOU,CIN,2026-09-20T13:00:00Z,15,20,0.23288086722448512,0.11221390731589484,23,11,4.4,FALSE,FALSE,FALSE,10-25%
TE,00-0035689,Dawson Knox,BUF,DET,2026-09-18T00:15:00Z,12,17,0.1981448481489732,0.05120346723481726,20,5,8.5,FALSE,FALSE,FALSE,10-25%
QB,00-0035704,Drew Lock,SEA,ARI,2026-09-20T16:25:00Z,20,25,0.10632867766841309,0,11,2,21.4,FALSE,TRUE,FALSE,10-25%
QB,00-0035710,Daniel Jones,IND,KC,2026-09-20T20:20:00Z,20,25,0.24836002080432604,0.12445272381297295,25,12,11.4,FALSE,FALSE,FALSE,10-25%
WR,00-0035719,Deebo Samuel Sr.,SF,MIA,2026-09-20T16:25:00Z,15,20,0.30961212516903236,0.14439140811455847,31,14,6.5,FALSE,FALSE,FALSE,25-50%
WR,00-0035891,Cody White,LV,LAC,2026-09-20T16:05:00Z,15,20,0.08025386260204904,0.01886792452830188,8,2,16.4,FALSE,TRUE,FALSE,under 10%
QB,00-0035993,Tyler Huntley,BAL,NO,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
TE,00-0036040,Juwan Johnson,NO,BAL,2026-09-20T13:00:00Z,12,17,0.275348648320393,0.1386780384235248,28,14,10.600000000000001,FALSE,FALSE,FALSE,25-50%
RB,00-0036139,Rico Dowdle,PIT,NE,2026-09-20T13:00:00Z,15,20,0.2181407137038202,0.07368725877955726,22,7,6.4,FALSE,FALSE,FALSE,10-25%
RB,00-0036158,J.K. Dobbins,DEN,JAX,2026-09-20T16:05:00Z,15,20,0.3117499739163468,0.12942437893377898,31,13,3.6,FALSE,FALSE,FALSE,25-50%
RB,00-0036187,Reggie Gilliam,NE,PIT,2026-09-20T13:00:00Z,15,20,0.10316685887443117,0.04024251076184949,10,4,1.4,FALSE,FALSE,FALSE,10-25%
QB,00-0036212,Tua Tagovailoa,ATL,CAR,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
RB,00-0036223,Jonathan Taylor,IND,KC,2026-09-20T20:20:00Z,15,20,0.6153094315339261,0.3605166169957163,62,36,29.200000000000003,FALSE,TRUE,TRUE,50%+
WR,00-0036252,Michael Pittman,PIT,NE,2026-09-20T13:00:00Z,15,20,0.1967314019836432,0.08280254777070063,20,8,0,TRUE,FALSE,FALSE,10-25%
WR,00-0036259,Jauan Jennings,MIN,CHI,2026-09-20T13:00:00Z,15,20,0.09657136187231465,0.0332425068119891,10,3,0,TRUE,FALSE,FALSE,under 10%
QB,00-0036264,Jordan Love,GB,NYJ,2026-09-20T13:00:00Z,20,25,0.33120157546999734,0.21911751930251663,33,22,13.8,FALSE,FALSE,FALSE,25-50%
RB,00-0036265,AJ Dillon,CAR,ATL,2026-09-20T13:00:00Z,15,20,0.09533478081195387,0.03597712195250222,10,4,-0.30000000000000004,FALSE,FALSE,FALSE,under 10%
RB,00-0036275,D'Andre Swift,CHI,MIN,2026-09-20T13:00:00Z,15,20,0.5305128176863032,0.284265405943082,53,28,12.9,FALSE,FALSE,FALSE,50%+
TE,00-0036290,Cole Kmet,CHI,MIN,2026-09-20T13:00:00Z,12,17,0.22753087175772585,0.08728872373857334,23,9,0,FALSE,FALSE,FALSE,10-25%
WR,00-0036322,Justin Jefferson,MIN,CHI,2026-09-20T13:00:00Z,15,20,0.572326228839331,0.3766666666666667,57,38,8.5,FALSE,FALSE,FALSE,50%+
WR,00-0036331,Devin Duvernay,ARI,SEA,2026-09-20T16:25:00Z,15,20,0.08404747014621738,0.01603206412825651,8,2,0,FALSE,FALSE,FALSE,under 10%
QB,00-0036355,Justin Herbert,LAC,LV,2026-09-20T16:05:00Z,20,25,0.4388344992670742,0.2220742431887754,44,22,7.88,FALSE,FALSE,FALSE,25-50%
WR,00-0036358,CeeDee Lamb,DAL,WAS,2026-09-20T16:25:00Z,15,20,0.5409117175010342,0.33024691358024694,54,33,35.3,FALSE,TRUE,TRUE,50%+
QB,00-0036389,Jalen Hurts,PHI,TEN,2026-09-20T13:00:00Z,20,25,0.3426146677099925,0.1808273463115386,34,18,16.160000000000004,FALSE,FALSE,FALSE,25-50%
WR,00-0036407,Jerry Jeudy,CLE,TB,2026-09-20T13:00:00Z,15,20,0.1274102473804629,0.04385964912280701,13,4,0,FALSE,FALSE,FALSE,10-25%
WR,00-0036410,Tee Higgins,CIN,HOU,2026-09-20T13:00:00Z,15,20,0.2748924239471434,0.14439140811455847,27,14,14.5,FALSE,FALSE,FALSE,25-50%
TE,00-0036422,Adam Trautman,DEN,JAX,2026-09-20T16:05:00Z,12,17,0.17117169307849806,0.06322160164690166,17,6,0,TRUE,FALSE,FALSE,10-25%
RB,00-0036425,DeeJay Dallas,MIN,CHI,2026-09-20T13:00:00Z,15,20,0.06597424671412665,0.02117384320736757,7,2,3,FALSE,FALSE,FALSE,under 10%
TE,00-0036429,Charlie Woerner,ATL,CAR,2026-09-20T13:00:00Z,12,17,0.1357959819746505,0.04574738319746326,14,5,0,FALSE,FALSE,FALSE,10-25%
QB,00-0036442,Joe Burrow,CIN,HOU,2026-09-20T13:00:00Z,20,25,0.247356811029837,0.1172200347278914,25,12,16.18,FALSE,FALSE,FALSE,10-25%
WR,00-0036463,Chris Blair,ATL,CAR,2026-09-20T13:00:00Z,15,20,0.09225142605093756,0.0332425068119891,9,3,1.6,FALSE,FALSE,FALSE,under 10%
WR,00-0036550,Rashod Bateman,BAL,NO,2026-09-20T13:00:00Z,15,20,0.2174884063002765,0.12399698568198944,22,12,21.8,FALSE,TRUE,TRUE,10-25%
WR,00-0036554,Nico Collins,HOU,CIN,2026-09-20T13:00:00Z,15,20,0.580485778381383,0.3766666666666667,58,38,0,TRUE,FALSE,FALSE,50%+
RB,00-0036555,Chuba Hubbard,CAR,ATL,2026-09-20T13:00:00Z,15,20,0.2572492795045498,0.12728259165775632,26,13,14.4,FALSE,FALSE,FALSE,25-50%
TE,00-0036556,Brevin Jordan,HOU,CIN,2026-09-20T13:00:00Z,12,17,0.1858509543909541,0.05721042642175668,19,6,0,TRUE,FALSE,FALSE,10-25%
TE,00-0036590,Quintin Morris,JAX,DEN,2026-09-20T16:05:00Z,12,17,0.11390085045348526,0.03267967619522707,11,3,1.7000000000000002,FALSE,FALSE,FALSE,10-25%
WR,00-0036613,Jaylen Waddle,DEN,JAX,2026-09-20T16:05:00Z,15,20,0.25371486986597086,0.11336717428087986,25,11,21.8,FALSE,TRUE,TRUE,25-50%
WR,00-0036626,Dyami Brown,WAS,DAL,2026-09-20T16:25:00Z,15,20,0.11112711973386316,0.04385964912280701,11,4,4.1,FALSE,FALSE,FALSE,10-25%
TE,00-0036628,John Bates,WAS,DAL,2026-09-20T16:25:00Z,12,17,0.19705000917714371,0.06540830608115675,20,7,0,TRUE,FALSE,FALSE,10-25%
WR,00-0036630,Tylan Wallace,CLE,TB,2026-09-20T13:00:00Z,15,20,0.09016441497703048,0.01603206412825651,9,2,0,TRUE,FALSE,FALSE,under 10%
TE,00-0036637,Noah Gray,KC,IND,2026-09-20T20:20:00Z,12,17,0.14741013643309972,0.03648626955092363,15,4,0,FALSE,FALSE,FALSE,10-25%
WR,00-0036646,Simi Fehoko,ARI,SEA,2026-09-20T16:25:00Z,15,20,0.0871359305344633,0.01886792452830188,9,2,0,TRUE,FALSE,FALSE,under 10%
RB,00-0036727,Adam Prentice,DEN,JAX,2026-09-20T16:05:00Z,15,20,0.09425748197346266,0.03640962189892723,9,4,1.2,FALSE,FALSE,FALSE,under 10%
TE,00-0036754,Brock Wright,DET,BUF,2026-09-18T00:15:00Z,12,17,0.1463158875510298,0.02670853371387331,15,3,0,FALSE,FALSE,FALSE,10-25%
QB,00-0036825,Feleipe Franks,CAR,ATL,2026-09-20T13:00:00Z,20,25,0.1590091844343008,0.02442028035599047,16,2,0,FALSE,FALSE,FALSE,10-25%
RB,00-0036842,Kene Nwangwu,NYJ,GB,2026-09-20T13:00:00Z,15,20,0.08992373445033701,0.02838071342462161,9,3,0,TRUE,FALSE,FALSE,under 10%
WR,00-0036862,Ben Skowronek,PIT,NE,2026-09-20T13:00:00Z,15,20,0.09313802504947916,0.0332425068119891,9,3,1.2,FALSE,FALSE,FALSE,under 10%
RB,00-0036875,Rhamondre Stevenson,NE,PIT,2026-09-20T13:00:00Z,15,20,0.4061656975278021,0.17435381463632085,41,17,3.6000000000000005,FALSE,FALSE,FALSE,25-50%
TE,00-0036876,Kylen Granson,TEN,PHI,2026-09-20T13:00:00Z,12,17,0.11029063513377584,0.05557169491281011,11,6,0,TRUE,FALSE,FALSE,10-25%
QB,00-0036879,Sam Ehlinger,DEN,JAX,2026-09-20T16:05:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
TE,00-0036887,Luke Farrell,SF,MIA,2026-09-20T16:25:00Z,12,17,0.17158956341191758,0.05502552478614835,17,6,0,FALSE,FALSE,FALSE,10-25%
TE,00-0036894,Pat Freiermuth,PIT,NE,2026-09-20T13:00:00Z,12,17,0.18893739705308008,0.08619441970929266,19,9,7.4,FALSE,FALSE,FALSE,10-25%
QB,00-0036898,Davis Mills,HOU,CIN,2026-09-20T13:00:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
WR,00-0036900,Ja'Marr Chase,CIN,HOU,2026-09-20T13:00:00Z,15,20,0.399152931257442,0.22448979591836735,40,22,26.5,FALSE,TRUE,TRUE,25-50%
WR,00-0036912,DeVonta Smith,PHI,TEN,2026-09-20T13:00:00Z,15,20,0.4497559027364704,0.2624254473161034,45,26,27.700000000000003,FALSE,TRUE,TRUE,25-50%
RB,00-0036919,Kenny Gainwell,TB,CLE,2026-09-20T13:00:00Z,15,20,0.17724135326583518,0.06142604784405925,18,6,4.5,FALSE,FALSE,FALSE,10-25%
QB,00-0036945,Justin Fields,KC,IND,2026-09-20T20:20:00Z,20,25,0.10632867766841309,0,11,2,0,TRUE,FALSE,FALSE,10-25%
WR,00-0036963,Amon-Ra St. Brown,DET,BUF,2026-09-18T00:15:00Z,15,20,0.5421644716061749,0.33024691358024694,54,33,35.2,FALSE,TRUE,TRUE,50%+
TE,00-0036970,Kyle Pitts,ATL,CAR,2026-09-20T13:00:00Z,12,17,0.1128303909075183,0.00174157112212655,11,2,2.5,FALSE,FALSE,FALSE,10-25%
QB,00-0036971,Trevor Lawrence,JAX,DEN,2026-09-20T16:05:00Z,20,25,0.2455389587219318,0.10615857221356458,25,11,6.16,FALSE,FALSE,FALSE,10-25%
QB,00-0036972,Mac Jones,SF,MIA,2026-09-20T16:25:00Z,20,25,0.10632867766841309,0,11,2,-0.2,FALSE,FALSE,FALSE,10-25%
