player_id,posteam,defteam,game_id,rolling_epa_per_opp,wt_target_share,wt_air_yards_share,wt_air_yards_per_target,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,player_name,form_residual,wt_team_total_plays,wt_snap_share,games_played_so_far,def_used_fallback,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,report_status,practice_status
00-0039075,LA,ARI,2025_14_LA_ARI,0.3487030914044134,0.266557542351678,0.27382049127927827,7.040461498760425,0.48920831704324264,0.48920831704324264,FALSE,r4_5,Puka Nacua,-0.14050522563882922,59.255112651062305,0.6703829242931607,12,FALSE,-0.30079105028830194,-0.1705428771571498,2025,14,NA,NA
00-0039146,GB,CHI,2025_14_CHI_GB,0.5317198098171503,0.22727272727272727,0.2766798418972332,14,0.541190015846824,0.541190015846824,FALSE,r2_3,Jayden Reed,-0.009470206029673744,63.071529085022945,0.21243243243243246,12,FALSE,-0.12485482468316898,0.2620388720021966,2025,14,Questionable,Limited Participation in Practice
00-0039410,DAL,DET,2025_14_DAL_DET,0.33184648584934884,0.04728275418439074,0.050963650505273295,9.280190130792862,-0.2003540624531784,-0.2003540624531784,FALSE,r6_udfa,Ryan Flournoy,0.5322005483025273,70.56008871197426,0.465066896311139,12,FALSE,-0.292695974349255,0.3793598109231714,2025,14,NA,NA
00-0039424,NO,TB,2025_14_NO_TB,0.10397735016478957,0.13158771325461643,0.2146915686650796,11.760952992460236,0.6379382792082403,0.6379382792082403,FALSE,r6_udfa,Devaughn Vele,-0.5339609290434507,69.39017932828992,0.7305645276812031,12,FALSE,-0.40562004630445153,0.1368271243341237,2025,14,NA,NA
00-0039451,NYJ,MIA,2025_14_MIA_NYJ,-0.5448342218098289,0.0846255680348068,0.014984729331719699,2.9052092731338015,NA,0.21464330413841848,TRUE,udfa,Isaiah Williams,-0.7594775259482474,61.87544259084804,0.44152849518269033,12,FALSE,-0.15496687154632155,0.5675617926278379,2025,14,NA,NA
00-0039868,DEN,LV,2025_14_DEN_LV,0.1285494451594148,0.20610941073226358,0.41098218454604685,15.40222686017104,-0.3477299176129908,-0.3477299176129908,FALSE,r4_5,Troy Franklin,0.4762793627724056,64.94155020130405,0.6578364153891008,12,FALSE,-0.5131413773632186,0.5294431174058009,2025,14,NA,NA
00-0039880,MIA,NYJ,2025_14_MIA_NYJ,0.7425813129168817,0.14462222668569377,0.10532146238075363,4.964436452577124,0.19506434666173947,0.19506434666173947,FALSE,r6_udfa,Malik Washington,0.5475169662551422,59.32123037306554,0.567232553789218,12,FALSE,0.027436299803473802,0.07202271902148559,2025,14,NA,NA
00-0039890,NYJ,MIA,2025_14_MIA_NYJ,-0.05342431829749318,0.19165950225968392,0.39188519725680604,14.945379107184085,-0.09002812501634966,-0.09002812501634966,FALSE,r2_3,Adonai Mitchell,0.03660380671885648,61.87544259084804,0.5543749631349841,12,FALSE,-0.15496687154632155,0.5675617926278379,2025,14,NA,NA
00-0039893,JAX,IND,2025_14_IND_JAX,0.5513382367128712,0.14845725944822236,0.26718302785897013,14.703082842221104,0.40179994891304494,0.40179994891304494,FALSE,r1,Brian Thomas Jr.,0.14953828779982625,68.43825636479765,0.743162538065762,12,FALSE,-0.3007581345415267,0.19939290592946518,2025,14,NA,NA
00-0039894,KC,HOU,2025_14_HOU_KC,0.1572416302602147,0.15710436049015,0.25480438707879793,12.475099472345759,0.19550940898184838,0.19550940898184838,FALSE,r1,Xavier Worthy,-0.03826777872163367,74.25554239181909,0.8175007962843434,12,FALSE,-0.5718630442389313,0.18861733772734868,2025,14,NA,NA
00-0039901,BUF,CIN,2025_14_CIN_BUF,0.4046275299411439,0.14492383769916373,0.20088176066750307,8.388755285389994,0.43567493027231496,0.43567493027231496,FALSE,r2_3,Keon Coleman,-0.031047400331171038,68.03319452426013,0.6378462741476386,12,FALSE,-0.5935323692602608,0.2500763883897163,2025,14,NA,NA
00-0039915,LAC,PHI,2025_14_PHI_LAC,-0.1924473205085021,0.21030253311258307,0.2893206513061785,8.988609342058474,0.5814817995303238,0.5814817995303238,FALSE,r2_3,Ladd McConkey,-0.7739291200388259,65.07349409569905,0.6812445629367978,12,FALSE,-0.48400078380983236,-0.03858148040930057,2025,14,NA,NA
00-0040129,TB,NO,2025_14_NO_TB,-0.22076820884331977,0.27147160339170157,0.4006568893812511,9.615434481732862,NA,0.24230358025725846,TRUE,r1,Emeka Egbuka,-0.4630717891005782,66.96571174338241,0.8881836122154231,12,FALSE,-0.29581829920402314,0.4445988015086012,2025,14,NA,NA
00-0040130,HOU,KC,2025_14_HOU_KC,0.4653211969409812,0.16573583813585238,0.2444079756935916,10.910874776432488,NA,0.1588953444012063,TRUE,r2_3,Jayden Higgins,0.30642585253977483,71.98446697821467,0.5701130976556378,12,FALSE,-0.3578814095825479,0.15159962260909296,2025,14,NA,NA
00-0040134,DEN,LV,2025_14_DEN_LV,0.5581457181573621,0.11990455984505412,0.20211407440694365,12.120250612290295,NA,0.1588953444012063,TRUE,r2_3,Pat Bryant,0.3992503737561558,64.94155020130405,0.5857686039829384,12,FALSE,-0.5131413773632186,0.5294431174058009,2025,14,NA,Limited Participation in Practice
00-0040170,TEN,CLE,2025_14_TEN_CLE,-0.3735434572733909,0.16360518134379465,0.28184636218661685,11.615830132747762,NA,0.2577770991869047,TRUE,r4_5,Elic Ayomanor,-0.6313205564602956,64.30204202696075,0.8394750758787356,12,FALSE,-0.848952089985985,-0.02316977938202017,2025,14,NA,NA
00-0040259,CLE,TEN,2025_14_TEN_CLE,-0.26199299494366024,0.06628864989307409,0.10073466296369539,10.841328992272388,NA,0.21464330413841848,TRUE,udfa,Gage Larvadain,-0.4766362990820787,61.3343113446504,0.2637224986981383,12,FALSE,-0.3585222715355754,0.7890048031277219,2025,14,NA,NA
00-0040669,DET,DAL,2025_14_DAL_DET,-0.17066771637016148,0.037061111525915756,0.10662265777079552,15.140483096020937,NA,0.1588953444012063,TRUE,r2_3,Isaac TeSlaa,-0.32956306077136777,65.52850192372186,0.4633371307810664,12,FALSE,-0.29277001951091963,0.45184342553852513,2025,14,NA,NA
00-0040705,TEN,CLE,2025_14_TEN_CLE,0.012028016710239314,0.12247673952525598,0.14211556063614914,6.251639866251516,NA,0.2577770991869047,TRUE,r4_5,Chimere Dike,-0.2457490824766654,64.30204202696075,0.7102214091789254,12,FALSE,-0.848952089985985,-0.02316977938202017,2025,14,NA,Full Participation in Practice
00-0040729,LV,DEN,2025_14_DEN_LV,-0.182554621086296,0.06283721096522255,0.09116687508568036,3.1583530087189624,NA,0.1588953444012063,TRUE,r2_3,Jack Bech,-0.3414499654875023,63.10230020846639,0.2435194251248355,12,FALSE,-0.3110866825149168,0.7627268418230388,2025,14,NA,NA
00-0040735,CHI,GB,2025_14_CHI_GB,0.08969308536696588,0.12046550903976225,0.09447301940744543,6.076068607971383,NA,0.1588953444012063,TRUE,r2_3,Luther Burden III,-0.06920225903424043,76.4447513486276,0.4451945208896139,12,FALSE,-0.4031119853913208,0.6519371788643358,2025,14,NA,NA
