position,player_id,player_name,posteam,defteam,week,report_status,pred_vol,p_start,p_boom,p_start_base,p_boom_base,pred_vol_base,n_base_weeks,opp_def_adj_now,implied_total_now,team_spread_now,opp_def_adj_base,implied_total_base,team_spread_base,delta_start_pp,delta_boom_pp,delta_vol,injury_flag
WR,00-0038559,Michael Wilson,ARI,HOU,15,NA,8.282661437948244,0.3521111437171236,0.17546970766357675,0.36985796425923056,0.20371101405830583,7.9831099821784,2,-0.30712423893066043,NA,NA,-0.08787079644328831,NA,NA,-1.7746820542106967,-2.8241306394729078,0.2995514557698442,FALSE
RB,00-0036973,Travis Etienne,JAX,NYJ,15,NA,18.43592549524903,0.4305,0.23064155528286276,0.41362298985389934,0.23284486765586926,18.26039500229465,2,0.05030290843356463,NA,NA,-0.03480512950013808,NA,NA,1.6877010146100657,-0.22033123730064996,0.17553049295437972,FALSE
WR,00-0035719,Deebo Samuel Sr.,WAS,NYG,15,Questionable,6.862715586336995,0.24857668672997152,0.118817396332805,0.26518559613000936,0.12682773287901472,7.323111582229782,2,0.14706383975301746,NA,NA,0.02467518665502296,NA,NA,-1.6608909400037841,-0.8010336546209723,-0.460395995892787,TRUE
QB,00-0036212,Tua Tagovailoa,MIA,PIT,15,NA,1.2231006617164508,0.2255,0.07911683083640697,0.242,0.09192856417907569,1.2304394888174768,2,0.1360578312453598,NA,NA,0.14604654217463595,NA,NA,-1.6499999999999986,-1.2811733342668719,-0.007338827101025958,FALSE
TE,00-0039793,AJ Barner,SEA,IND,15,NA,5.948570511943813,0.3190698036370892,0.1277964230626335,0.3033369236400949,0.12105359130624443,5.81016835978753,2,0.24835023844064802,NA,NA,0.13471883974084714,NA,NA,1.5732879996994298,0.6742831756389067,0.13840215215628238,FALSE
TE,00-0035229,T.J. Hockenson,MIN,DAL,15,NA,5.376611684836809,0.2504366868144294,0.08898359706253121,0.26518183440981613,0.10813446728099241,5.484797322090721,2,0.19946139060887208,NA,NA,0.47169688940361226,NA,NA,-1.4745147595386754,-1.9150870218461193,-0.10818563725391162,FALSE
WR,00-0036415,Van Jefferson,TEN,SF,15,NA,5.576621944374467,0.1934871123222746,0.08137548470929182,0.17946448427924655,0.07607408738617216,5.93255844885179,2,0.3807074081452703,NA,NA,-0.39071914887921966,NA,NA,1.4022628043028063,0.5301397323119655,-0.35593650447732283,FALSE
QB,00-0026498,Matthew Stafford,LA,DET,15,NA,1.2569610358903045,0.2625,0.10435084671098092,0.27625,0.11155516196552817,1.2735560494655247,2,0.06485008415069299,NA,NA,0.003854909525421899,NA,NA,-1.3749999999999984,-0.7204315254547247,-0.016595013575220197,FALSE
RB,00-0039139,Jahmyr Gibbs,DET,LA,15,NA,19.05792253321557,0.4805,0.2745783970765652,0.467957162527077,0.2680628179578855,18.9553397233893,2,-0.203431652246493,NA,NA,-0.08854286409518708,NA,NA,1.2542837472923007,0.6515579118679671,0.10258280982627,FALSE
RB,00-0036924,Michael Carter,ARI,HOU,15,NA,11.156156639782552,0.165,0.06420187531324491,0.1527481627744307,0.05627148402808069,11.090409556840086,2,-0.23198417371037036,NA,NA,-0.12523482472457936,NA,NA,1.2251837225569302,0.793039128516422,0.06574708294246534,FALSE
RB,00-0036275,D'Andre Swift,CHI,CLE,15,NA,16.04477252206667,0.35,0.18119881023426873,0.3377757792471281,0.17622592718907043,16.64268579861255,2,-0.08746321891553563,NA,NA,-0.18446910946999634,NA,NA,1.2224220752871884,0.4972883045198301,-0.5979132765458814,FALSE
RB,00-0038134,Kenneth Walker III,SEA,IND,15,NA,16.046933628356136,0.3165,0.151516165447806,0.30445093817072677,0.1512675612376097,15.701187174776607,2,-0.18075857810804527,NA,NA,-0.12406221294542466,NA,NA,1.2049061829273233,0.024860421019629042,0.3457464535795296,FALSE
WR,00-0040129,Emeka Egbuka,TB,ATL,15,NA,8.275768166466799,0.3967183439781352,0.2044692409987511,0.4086339979187096,0.23570321027015678,8.972740443027462,2,0.21637535694809007,NA,NA,-0.10992521189162932,NA,NA,-1.1915653940574367,-3.1233969271405675,-0.696972276560663,FALSE
RB,00-0035685,David Montgomery,DET,LA,15,NA,12.190900998905622,0.1915,0.07999808690723748,0.20230934501838377,0.08116381570042296,12.524021112084288,2,-0.203431652246493,NA,NA,-0.08854286409518708,NA,NA,-1.0809345018383765,-0.11657287931854804,-0.33312011317866563,FALSE
WR,00-0038543,Jaxon Smith-Njigba,SEA,IND,15,NA,8.780797385376246,0.5123356159047743,0.3102680724460619,0.5016209248017867,0.2853247838849599,8.81138685091192,2,0.08595841059851961,NA,NA,0.18636950528760016,NA,NA,1.0714691102987617,2.494328856110201,-0.0305894655356731,FALSE
TE,00-0031610,Darren Waller,MIA,PIT,15,NA,4.973259857828635,0.2134872590842047,0.07331576135525315,0.20285193845137436,0.0784486522651594,4.880219048331707,2,-0.03869889637226887,NA,NA,0.05956859857966741,NA,NA,1.0635320632830347,-0.5132890909906249,0.09304080949692839,FALSE
WR,00-0034348,Courtland Sutton,DEN,GB,15,NA,7.037960076000183,0.32141440742827154,0.17180479592479309,0.3320223594103595,0.17263646459026588,7.085052042527556,2,0.1582307897508274,NA,NA,0.1250524352630169,NA,NA,-1.060795198208797,-0.08316686654727956,-0.0470919665273728,FALSE
QB,00-0034857,Josh Allen,BUF,NE,15,NA,5.434985499375528,0.501,0.267669321195992,0.492,0.26844341525124427,4.9366715344488155,2,-0.0690223410505124,NA,NA,0.09750589636607349,NA,NA,0.9000000000000008,-0.07740940552522502,0.4983139649267123,FALSE
TE,00-0036244,Colby Parkinson,LA,DET,15,NA,4.740418243596268,0.19078186870714056,0.07493725376467435,0.18250567138131168,0.061420777523774985,4.65619233675687,2,-0.3458213754312298,NA,NA,0.23014602463586167,NA,NA,0.8276197325828877,1.3516476240899362,0.08422590683939735,FALSE
TE,00-0040128,Tyler Warren,IND,SEA,15,NA,7.0670991204314975,0.4686326080044393,0.25212758737881885,0.4609226394812642,0.2451409327094237,7.006696002361096,2,0.42431658430328967,NA,NA,0.18410598988189597,NA,NA,0.770996852317507,0.6986654669395159,0.06040311807040144,FALSE
WR,00-0036900,Ja'Marr Chase,CIN,BAL,15,NA,10.573673895127492,0.5721304283906221,0.3620522011963247,0.5645769941674361,0.36903974682228974,10.583398882249693,2,0.34783963018691477,NA,NA,-0.08794160365885477,NA,NA,0.7553434223185995,-0.6987545625965041,-0.009724987122201156,FALSE
WR,00-0038124,Christian Watson,GB,DEN,15,NA,6.936764957377842,0.3224365578787628,0.1512036656963539,0.32873033339965013,0.17149128210706469,7.103312403212011,2,0.43351074884376395,NA,NA,-0.006135987863465649,NA,NA,-0.6293775520887335,-2.028761641071078,-0.16654744583416914,FALSE
TE,00-0037744,Trey McBride,ARI,HOU,15,NA,8.669562093789237,0.6868724600510465,0.3734352436696475,0.6809336356688651,0.36083208767834263,8.641110844278359,2,0.05277750530035018,NA,NA,-0.6959263801847805,NA,NA,0.5938824382181407,1.2603155991304849,0.028451249510878185,FALSE
RB,00-0033526,Samaje Perine,CIN,BAL,15,NA,11.404240672886408,0.1625,0.06078552220543561,0.16775257370242366,0.06377024079614924,10.8172638529938,2,-0.2791224565243007,NA,NA,-0.13194002792409548,NA,NA,-0.5252573702423657,-0.2984718590713628,0.5869768198926071,FALSE
WR,00-0040705,Chimere Dike,TEN,SF,15,NA,6.045060924431008,0.18343169220989777,0.08650126002762545,0.1784308059113006,0.07304669782049053,5.903298168978324,2,0.3807074081452703,NA,NA,-0.39071914887921966,NA,NA,0.5000886298597185,1.3454562207134924,0.14176275545268346,FALSE
WR,00-0031381,Davante Adams,LA,DET,15,Questionable,6.811796933766568,0.28212834205188925,0.1367430778001067,0.2865465648727448,0.1480110170055352,7.236571231571475,2,0.08326257217483088,NA,NA,-0.2001034984624695,NA,NA,-0.44182228208555774,-1.1267939205428512,-0.42477429780490716,TRUE
RB,00-0037248,James Cook,BUF,NE,15,NA,19.472546176623773,0.483,0.2791370213008952,0.4870867224483534,0.2845426554427768,19.63644973339899,2,-0.00781027193902158,NA,NA,-0.0767983879595936,NA,NA,-0.4086722448353397,-0.540563414188161,-0.1639035567752174,FALSE
RB,00-0039165,Zach Charbonnet,SEA,IND,15,NA,12.821388139365322,0.208,0.09114989020363524,0.21123412392939475,0.08822340393559729,12.692179410558854,2,-0.18075857810804527,NA,NA,-0.12406221294542466,NA,NA,-0.3234123929394761,0.2926486268037959,0.12920872880646783,FALSE
RB,00-0038597,Chase Brown,CIN,BAL,15,NA,19.259353904096773,0.4625,0.2526982005294389,0.46526973594640086,0.26542848177293554,19.345285836121175,2,-0.2791224565243007,NA,NA,-0.13194002792409548,NA,NA,-0.2769735946400842,-1.2730281243496622,-0.08593193202440119,FALSE
RB,00-0037525,Jordan Mason,MIN,DAL,15,NA,11.542317252739418,0.1815,0.0771938829584337,0.1795329520137093,0.07174783072276097,11.789739280707256,2,-0.02751887598375626,NA,NA,-0.16430131144871357,NA,NA,0.19670479862906876,0.5446052235672725,-0.24742202796783808,FALSE
WR,00-0036040,Juwan Johnson,NO,CAR,15,NA,6.000604808608669,0.2207228681406976,0.09272156473458856,0.2222734257354084,0.09334216670446438,6.046032323262363,2,-0.03439939578822048,NA,NA,0.070873757323378625,NA,NA,-0.15505575947107886,-0.062060196987581695,-0.04542751465369399,FALSE
RB,00-0033923,Kareem Hunt,KC,LAC,15,NA,19.423190784047954,0.4375,0.2480968122578038,0.4366342618217356,0.24542266475224372,18.38871096800825,2,-0.23050628148215088,NA,NA,-0.15120156170873783,NA,NA,0.0865738178264408,0.26741475055600816,1.0344798160397026,FALSE
WR,00-0039890,Adonai Mitchell,NYJ,JAX,15,NA,6.707317799666579,0.16387922196182117,0.06811099038061609,0.16460515344636414,0.06704476206683405,5.819361462115097,2,-0.22362214717681445,NA,NA,0.05956699258588466,NA,NA,-0.07259314845429743,0.10662283137820444,0.8879563375514818,FALSE
