position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom
QB,00-0036442,Joe Burrow,CIN,BAL,2025_15_BAL_CIN,2025,15,NA,NA,20,25,1.6410442429142071,2.7102516505474727,-10.729441881022268,16.149945182117214,-14.169909228727256,19.590412529822203,0.2805,0.127,0.2805,0.1168504556729878,raw,platt
QB,00-0039163,C.J. Stroud,HOU,ARI,2025_15_ARI_HOU,2025,15,NA,NA,20,25,2.374737851306567,1.7642409509920332,-11.675452580577709,15.203934482561774,-15.115919928282697,18.644401830266762,0.272,0.1205,0.272,0.11059147554063188,raw,platt
QB,00-0033077,Dak Prescott,DAL,MIN,2025_15_MIN_DAL,2025,15,NA,NA,20,25,1.7752746574787024,-0.39645735932097953,-13.836150890890721,13.043236172248761,-17.27661823859571,16.48370351995375,0.2695,0.122,0.2695,0.11203425506748736,raw,platt
QB,00-0036264,Jordan Love,GB,DEN,2025_15_GB_DEN,2025,15,NA,Full Participation in Practice,20,25,1.5647796404581285,4.454624571698686,-8.985068959871056,17.894318103268425,-12.425536307576044,21.334785450973413,0.2685,0.126,0.2685,0.1158863719090821,raw,platt
QB,00-0039150,Bryce Young,CAR,NO,2025_15_CAR_NO,2025,15,NA,NA,20,25,2.80384766230152,1.4836404446709333,-11.956053086898809,14.923333976240674,-15.396520434603797,18.363801323945662,0.2655,0.1125,0.2655,0.10291339261386458,raw,platt
QB,00-0040676,Cam Ward,TEN,SF,2025_15_TEN_SF,2025,15,NA,NA,20,25,3.09523449954326,-0.9705122359631777,-14.410205767532918,12.469181295606564,-17.850673115237907,15.909648643311552,0.2525,0.1085,0.2525,0.0990852529571321,raw,platt
QB,00-0039923,J.J. McCarthy,MIN,DAL,2025_15_MIN_DAL,2025,15,NA,NA,20,25,2.8416371666542237,0.4816582128327633,-12.958035318736979,13.921351744402504,-16.398502666441967,17.361819092107492,0.2435,0.097,0.2435,0.08812217276900708,raw,platt
QB,00-0040743,Tyler Shough,NO,CAR,2025_15_CAR_NO,2025,15,NA,NA,20,25,4.457330484157064,-1.307788521458456,-14.747482053028197,12.131905010111286,-18.187949400733185,15.572372357816274,0.243,0.108,0.243,0.09860726153396854,raw,platt
QB,00-0032268,Marcus Mariota,WAS,NYG,2025_15_WAS_NYG,2025,15,NA,NA,20,25,4.62843034939848,-2.2769566383615416,-15.716650169931283,11.1627368932082,-19.157117517636273,14.603204240913188,0.2355,0.089,0.2355,0.08053548644577334,raw,platt
QB,00-0036212,Tua Tagovailoa,MIA,PIT,2025_15_MIA_PIT,2025,15,NA,NA,20,25,1.2231006617164508,2.842788056519111,-10.59690547505063,16.282481588088853,-14.037372822755618,19.72294893579384,0.2255,0.092,0.2255,0.08337649475676477,raw,platt
QB,00-0029604,Kirk Cousins,ATL,TB,2025_15_ATL_TB,2025,15,NA,NA,20,25,1.0640881325022706,1.695701034915391,-11.74399249665435,15.135394566485132,-15.184459844359338,18.57586191419012,0.2085,0.0845,0.2085,0.07628329890275393,raw,platt
QB,00-0039918,Caleb Williams,CHI,CLE,2025_15_CLE_CHI,2025,15,NA,NA,20,25,3.091460467241062,-2.3259487948285473,-15.76564232639829,11.113744736741193,-19.206109674103278,14.554212084446181,0.197,0.083,0.197,0.07486845699288898,raw,platt
QB,00-0033119,Jacoby Brissett,ARI,HOU,2025_15_ARI_HOU,2025,15,NA,NA,20,25,2.12371749179619,-6.1346794161156115,-19.574372947685355,7.30501411545413,-23.014840295390343,10.745481463159118,0.1575,0.0575,0.1575,0.05103351113626021,raw,platt
QB,00-0023459,Aaron Rodgers,PIT,MIA,2025_15_MIA_PIT,2025,15,NA,Full Participation in Practice,20,25,1.3173362299348084,-2.1027995191472035,-15.542493050716946,11.336894012422537,-18.982960398421934,14.777361360127525,0.153,0.0565,0.153,0.05010809522935103,raw,platt
QB,00-0040668,Shedeur Sanders,CLE,CHI,2025_15_CLE_CHI,2025,15,NA,NA,20,25,2.5030070908838344,-4.61415288415572,-18.05384641572546,8.825540647414021,-21.494313763430448,12.26600799511901,0.1375,0.0465,0.1375,0.04089902765211027,raw,platt
QB,00-0040398,Brady Cook,NYJ,JAX,2025_15_NYJ_JAX,2025,15,NA,Full Participation in Practice,20,25,1.760277361433143,-7.896856706963048,-21.336550238532787,5.5428368246066935,-24.777017586237776,8.983304172311682,0.1025,0.035,0.1025,0.030423501788972553,raw,platt
QB,00-0038102,Kenny Pickett,LV,PHI,2025_15_LV_PHI,2025,15,NA,NA,20,25,1.9419335051999695,-7.499855562226403,-20.939549093796145,5.939837969343338,-24.380016441501134,9.380305317048325,0.0735,0.0145,0.0735,0.012172252652441254,raw,platt
QB,00-0022942,Philip Rivers,IND,SEA,2025_15_IND_SEA,2025,15,NA,NA,20,25,2.6773442332924096,-9.515933023565013,-22.955626555134756,3.9237605080047278,-26.396093902839745,7.364227855709716,0.0595,0.012,0.0595,0.010000890525146229,raw,platt
RB,00-0034844,Saquon Barkley,PHI,LV,2025_15_LV_PHI,2025,15,NA,NA,15,20,23.780697974339137,-0.546444378134303,-7.09185278486136,5.998964028592755,-9.32641321360257,8.233524457333964,0.681,0.4525,0.6687850279124932,0.47098739546375284,platt,platt_vol
RB,00-0036223,Jonathan Taylor,IND,SEA,2025_15_IND_SEA,2025,15,NA,NA,15,20,23.80970277931266,-1.7979214003607378,-8.34791386473361,4.752071064012134,-10.584039261339601,6.988196460618126,0.622,0.362,0.6089844780018536,0.40301260570521047,platt,platt_vol
RB,00-0040122,Ashton Jeanty,LV,PHI,2025_15_LV_PHI,2025,15,NA,NA,15,20,23.39726751898601,-2.1501889971886703,-8.634772894706732,4.334394900329392,-10.848568226309567,6.548190231932225,0.588,0.338,0.574704733920802,0.37981532308117977,platt,platt_vol
RB,00-0038120,Breece Hall,NYJ,JAX,2025_15_NYJ_JAX,2025,15,NA,Full Participation in Practice,15,20,21.744528855630406,-1.8249153304834311,-8.042316912774337,4.392486251807474,-10.164897916444255,6.515067255477392,0.5565,0.301,0.5430612318203734,0.3331623105215274,platt,platt_vol
RB,00-0036997,Javonte Williams,DAL,MIN,2025_15_MIN_DAL,2025,15,NA,NA,15,20,21.87739991208369,-2.33563894931411,-8.574833000748484,3.9035551021202646,-10.704853813543608,6.033575914915389,0.5135,0.28,0.5000413553038686,0.31798726524744536,platt,platt_vol
RB,00-0033280,Christian McCaffrey,SF,TEN,2025_15_TEN_SF,2025,15,NA,Full Participation in Practice,15,20,20.332763850086753,-1.2981543983444455,-7.280402250308153,4.684093453619262,-9.322703279405363,6.726394482716472,0.4985,0.2685,0.48508144548466375,0.2935236204387379,platt,platt_vol
RB,00-0037248,James Cook,BUF,NE,2025_15_BUF_NE,2025,15,NA,NA,15,20,20.263653876969496,-1.046476407369285,-7.017037236031983,4.924084421293412,-9.055348390368838,6.962395575630268,0.4985,0.262,0.48508144548466375,0.28776979892691756,platt,platt_vol
RB,00-0038542,Bijan Robinson,ATL,TB,2025_15_ATL_TB,2025,15,NA,NA,15,20,19.374380953364707,-0.9058662049690054,-6.724499475663038,4.912767065725026,-8.710943536615291,6.8992111266772795,0.4825,0.2485,0.4691506571840653,0.2688354772083179,platt,platt_vol
RB,00-0033923,Kareem Hunt,KC,LAC,2025_15_LAC_KC,2025,15,NA,NA,15,20,19.75932936171729,-1.4442796302614191,-7.329036000488204,4.440476739965366,-9.338054063314772,6.449494802791933,0.482,0.242,0.46865325744580816,0.2672891128516649,platt,platt_vol
RB,00-0039040,De'Von Achane,MIA,PIT,2025_15_MIA_PIT,2025,15,NA,Full Participation in Practice,15,20,18.327743599327913,-0.4288846929459234,-6.0648486238550285,5.207079237963181,-7.988930544377944,7.131161158486097,0.472,0.252,0.4587108025305251,0.2619386122049941,platt,platt_vol
RB,00-0040583,Woody Marks,HOU,ARI,2025_15_ARI_HOU,2025,15,NA,Full Participation in Practice,15,20,19.621015704783467,-1.2589320631436676,-7.119993763486046,4.60212963719871,-9.120922618060709,6.603058491773374,0.468,0.225,0.4547367672773702,0.25252781320670453,platt,platt_vol
RB,00-0035700,Josh Jacobs,GB,DEN,2025_15_GB_DEN,2025,15,Questionable,Limited Participation in Practice,15,20,19.106455331157388,-1.199372533547261,-6.971653344554189,4.572908277459667,-8.94227297320896,6.543527906114438,0.467,0.2265,0.45374352083640246,0.24917740127986326,platt,platt_vol
RB,00-0039139,Jahmyr Gibbs,DET,LA,2025_15_DET_LA,2025,15,NA,NA,15,20,18.60248636917587,-0.732938412400069,-6.417273690671829,4.951396865871692,-8.357869278789634,6.891992453989497,0.466,0.225,0.4527503792280488,0.24360299109723835,platt,platt_vol
RB,00-0040734,TreVeyon Henderson,NE,BUF,2025_15_BUF_NE,2025,15,NA,NA,15,20,18.165797675845383,-0.7907909923029768,-6.3980980205515445,4.8165160359455905,-8.312396658395,6.730814673789046,0.4615,0.2345,0.44828253773465004,0.2471550027306642,platt,platt_vol
RB,00-0040202,Devin Neal,NO,CAR,2025_15_CAR_NO,2025,15,NA,Full Participation in Practice,15,20,18.829842562248263,-0.9435940299425717,-6.667728252672395,4.780540192787251,-8.621910945041826,6.734722885156682,0.457,0.234,0.44381681262356176,0.25261616355069116,platt,platt_vol
RB,00-0040784,Quinshon Judkins,CLE,CHI,2025_15_CLE_CHI,2025,15,NA,NA,15,20,19.100013005357784,-0.9305577045743015,-6.701720566999782,4.840605157851179,-8.671958535182627,6.810843126034023,0.457,0.2495,0.44381681262356176,0.2670826693112235,platt,platt_vol
RB,00-0038597,Chase Brown,CIN,BAL,2025_15_BAL_CIN,2025,15,NA,NA,15,20,19.029001839456313,-1.3770070605044562,-7.135836572691761,4.381822451682848,-9.101864014245326,6.347849893236413,0.442,0.1965,0.42894627913013544,0.22446424495364195,platt,platt_vol
RB,00-0036973,Travis Etienne,JAX,NYJ,2025_15_NYJ_JAX,2025,15,NA,NA,15,20,19.157825283322833,-1.2066108158955406,-6.987800215048303,4.574578583257221,-8.961461178530428,6.548239546739347,0.4395,0.229,0.4264701235605471,0.25160310861380275,platt,platt_vol
RB,00-0032764,Derrick Henry,BAL,CIN,2025_15_BAL_CIN,2025,15,NA,NA,15,20,18.01382974471034,-0.5201965075631839,-6.100513213343705,5.060120198217337,-8.005597528291117,6.96520451316475,0.438,0.233,0.4249847399686933,0.24468270782050963,platt,platt_vol
RB,00-0036139,Rico Dowdle,CAR,NO,2025_15_CAR_NO,2025,15,NA,NA,15,20,18.056856702871357,-0.8313721810086189,-6.419340508901809,4.756596146884571,-8.327037038538695,6.664292676521457,0.432,0.1985,0.4190455243390958,0.2182013895906892,platt,platt_vol
RB,00-0040666,Omarion Hampton,LAC,KC,2025_15_LAC_KC,2025,15,NA,NA,15,20,17.99274830114068,-0.672534441990578,-6.249099327692125,4.904030443710969,-8.152902795339678,6.8078339113585224,0.4315,0.2185,0.41855075691399746,0.23334414754619942,platt,platt_vol
RB,00-0039391,Kimani Vidal,LAC,KC,2025_15_LAC_KC,2025,15,NA,NA,15,20,18.212522514597342,-1.4139368936418886,-7.029523168396965,4.201649381113187,-8.94664828787054,6.1187745005867615,0.4085,0.188,0.3958191076299899,0.21103888507750596,platt,platt_vol
RB,00-0039361,Bucky Irving,TB,ATL,2025_15_ATL_TB,2025,15,NA,Full Participation in Practice,15,20,17.252445714816172,-0.8357348135175856,-6.27933967063613,4.607870043600959,-8.137751437718364,6.466281810683193,0.3955,0.2,0.38299455890694617,0.21298617004935494,platt,platt_vol
RB,00-0035261,Tony Pollard,TEN,SF,2025_15_TEN_SF,2025,15,NA,Full Participation in Practice,15,20,17.67015892149246,-1.2913473713908883,-6.81026639262142,4.227571649839643,-8.694389932047057,6.111695189265282,0.3705,0.1695,0.3583796480257674,0.19194703760220538,platt,platt_vol
RB,00-0036275,D'Andre Swift,CHI,CLE,2025_15_CLE_CHI,2025,15,NA,NA,15,20,16.070417495376212,-0.7828295692086533,-6.008992508599583,4.443333370182277,-7.793171000275449,6.227511861858143,0.357,0.174,0.3451134117330517,0.18404594623366155,platt,platt_vol
RB,00-0040730,RJ Harvey,DEN,GB,2025_15_GB_DEN,2025,15,NA,NA,15,20,14.976215093488896,-0.5916424756014093,-5.610365890974353,4.4270809397715345,-7.323725860271828,6.140440909069009,0.315,0.1215,0.30395448755099,0.1356736258486101,platt,platt_vol
RB,00-0037840,Kyren Williams,LA,DET,2025_15_DET_LA,2025,15,NA,NA,15,20,15.829656643804126,-0.9421696780513945,-6.123218264250921,4.238878908148132,-7.891995005242115,6.007655649139326,0.303,0.1275,0.29222595606712887,0.1454311513369552,platt,platt_vol
RB,00-0039384,Tyrone Tracy Jr.,NYG,WAS,2025_15_WAS_NYG,2025,15,NA,Full Participation in Practice,15,20,14.412053609147637,-0.5066011357764053,-5.415851691041606,4.402649419488796,-7.091838328376102,6.078636056823292,0.3015,0.1265,0.2907608507022976,0.13655968702400667,platt,platt_vol
RB,00-0038134,Kenneth Walker III,SEA,IND,2025_15_IND_SEA,2025,15,NA,NA,15,20,15.275081510141307,-1.1264528292926175,-6.2024582081973865,3.949552549612152,-7.935373872271258,5.682468213686024,0.3,0.1135,0.2892959581189362,0.13070685953207944,platt,platt_vol
RB,00-0040236,Kyle Monangai,CHI,CLE,2025_15_CLE_CHI,2025,15,NA,NA,15,20,15.100038198088432,-1.157106705426629,-6.199621064066001,3.8854076532127433,-7.921103108730225,5.606889697876968,0.2915,0.123,0.2809989077338745,0.1375790710686097,platt,platt_vol
RB,00-0036875,Rhamondre Stevenson,NE,BUF,2025_15_BUF_NE,2025,15,NA,NA,15,20,14.861582879425548,-0.8953465429917705,-5.891970176064061,4.1012770900805195,-7.59778542149647,5.8070923355129285,0.287,0.1105,0.2766090996146051,0.12603786164585618,platt,platt_vol
RB,00-0033293,Aaron Jones,MIN,DAL,2025_15_MIN_DAL,2025,15,NA,Full Participation in Practice,15,20,15.201651830014201,-1.2825591367942417,-6.3445352181520205,3.779416944563537,-8.07266137006813,5.507543096479647,0.2855,0.1175,0.2751462514187419,0.13363211716916798,platt,platt_vol
RB,00-0037197,Isiah Pacheco,KC,LAC,2025_15_LAC_KC,2025,15,NA,NA,15,20,14.040619448909245,-1.1219124204647346,-5.958089986400214,3.7142651454707445,-7.609129974080549,5.365305133151081,0.2585,0.0945,0.2488506755225862,0.10872194290492797,platt,platt_vol
RB,00-0037228,Jaylen Warren,PIT,MIA,2025_15_MIA_PIT,2025,15,NA,NA,15,20,14.755577793204864,-1.5532198737861884,-6.529342276114764,3.4229025285423864,-8.22815853292588,5.121718785353503,0.2555,0.0925,0.2459330826085338,0.11029589360554534,platt,platt_vol
RB,00-0035250,Devin Singletary,NYG,WAS,2025_15_WAS_NYG,2025,15,NA,NA,15,20,13.728587345260976,-1.1454755482372807,-5.919628080615587,3.628676984141026,-7.549493119848739,5.2585420233741775,0.2445,0.0775,0.2352422370337442,0.09288403828735733,platt,platt_vol
RB,00-0039738,Blake Corum,LA,DET,2025_15_DET_LA,2025,15,NA,NA,15,20,12.573654695386521,-0.47812569270468386,-5.017295284637448,4.061043899228079,-6.566938655867545,5.610687270458176,0.215,0.0725,0.20662484887263255,0.08420892253822723,platt,platt_vol
RB,00-0040242,Jacory Croskey-Merritt,WAS,NYG,2025_15_WAS_NYG,2025,15,NA,NA,15,20,12.154492964735455,-0.38085126528916474,-4.832482789498468,4.070780258920139,-6.3522412261319285,5.590538695553599,0.21,0.0715,0.20178205040328395,0.08186699085564009,platt,platt_vol
RB,00-0036555,Chuba Hubbard,CAR,NO,2025_15_CAR_NO,2025,15,NA,NA,15,20,12.15586170779722,-0.4849976231445444,-4.936917069144451,3.966921822855362,-6.456773800429654,5.486778554140565,0.2005,0.063,0.19258670750491083,0.07464020952641764,platt,platt_vol
RB,00-0039165,Zach Charbonnet,SEA,IND,2025_15_IND_SEA,2025,15,NA,NA,15,20,12.786839077029397,-0.943948383172214,-5.527162661993087,3.639265895648659,-7.091842606695867,5.203945840351439,0.1925,0.07,0.18484927675083615,0.08283707097409425,platt,platt_vol
RB,00-0035685,David Montgomery,DET,LA,2025_15_DET_LA,2025,15,NA,NA,15,20,11.47316757674298,-0.5901239291393362,-4.896674908591447,3.7164270503127748,-6.3669037782140165,5.186655919935344,0.1885,0.05,0.18098260487830992,0.061188632013769874,platt,platt_vol
RB,00-0033526,Samaje Perine,CIN,BAL,2025_15_BAL_CIN,2025,15,NA,NA,15,20,11.366106446073887,-0.5603373236021524,-4.8437610423528765,3.7230863951485715,-6.3060944135776085,5.185419766373303,0.1825,0.059,0.17518513053678672,0.06873662557952473,platt,platt_vol
RB,00-0037525,Jordan Mason,MIN,DAL,2025_15_MIN_DAL,2025,15,NA,NA,15,20,11.058414080544535,-0.3931795314656234,-4.609614148078354,3.8232550851471068,-6.049077869696406,5.262718806765159,0.1755,0.0445,0.1684252215829807,0.055170595692203096,platt,platt_vol
RB,00-0039032,Tyjae Spears,TEN,SF,2025_15_TEN_SF,2025,15,NA,NA,15,20,11.14718422106329,-0.6935734705006897,-4.9294151723873165,3.542268231385937,-6.375504348384302,4.988357407382923,0.1505,0.045,0.14431552555452137,0.05584264444933285,platt,platt_vol
RB,00-0036919,Kenneth Gainwell,PIT,MIA,2025_15_MIA_PIT,2025,15,NA,NA,15,20,10.920571381671154,-0.8702934801447866,-5.056460748203543,3.3158737879139704,-6.4855913912482075,4.745004430958635,0.149,0.0485,0.14287054351764902,0.05839789089893816,platt,platt_vol
RB,00-0036924,Michael Carter,ARI,HOU,2025_15_ARI_HOU,2025,15,NA,NA,15,20,10.766424973567544,-0.7195165273324059,-4.871643230730759,3.432610176065947,-6.289152643435698,4.850119588770887,0.1475,0.0435,0.1414257393257417,0.05356171781496983,platt,platt_vol
RB,00-0039405,Jawhar Jordan,HOU,ARI,2025_15_ARI_HOU,2025,15,NA,NA,15,20,10.228199068284034,-0.7335688552128219,-4.7651774001600025,3.2980396897343582,-6.141542686924232,4.6744049764985895,0.129,0.0345,0.12362087958713953,0.04413006029845635,platt,platt_vol
RB,00-0037746,Brian Robinson,SF,TEN,2025_15_TEN_SF,2025,15,NA,NA,15,20,9.658357343242598,-0.3474634804547229,-4.248493236089852,3.553566275180407,-5.580279762095662,4.885352801186217,0.1255,0.0335,0.12025533141203082,0.04209713601934436,platt,platt_vol
RB,00-0035537,Ty Johnson,BUF,NE,2025_15_BUF_NE,2025,15,NA,NA,15,20,8.694891144157667,-0.11465829641465812,-3.787195393091686,3.55787880026237,-5.0409759915466825,4.8116593987173655,0.1065,0.031,0.1020009079335608,0.03807828685598023,platt,platt_vol
RB,00-0033955,Jeremy McNichols,WAS,NYG,2025_15_WAS_NYG,2025,15,NA,NA,15,20,8.931968258699575,-0.15297141121788255,-3.8826928515608152,3.5767500291250505,-5.155995817996401,4.8500529955606355,0.1015,0.0285,0.0972013817504467,0.036185903881319405,platt,platt_vol
RB,00-0038555,Tank Bigsby,PHI,LV,2025_15_LV_PHI,2025,15,NA,NA,15,20,8.5175800230225,-0.2584671652289216,-3.8878008706254334,3.37086654016759,-5.126832108529659,4.609897778071816,0.0995,0.0275,0.09528205263349787,0.034594007986736626,platt,platt_vol
RB,00-0040238,LeQuint Allen Jr.,JAX,NYJ,2025_15_NYJ_JAX,2025,15,NA,NA,15,20,8.250283304668267,-0.17790332105713993,-3.7413773404876034,3.385570698373323,-4.9579245042188855,4.602117862104606,0.094,0.025,0.09000528897266905,0.031866999636097064,platt,platt_vol
RB,00-0039373,Audric Estimé,NO,CAR,2025_15_CAR_NO,2025,15,NA,NA,15,20,8.652052307898177,-0.44179303216781984,-4.10392669842985,3.220340634094211,-5.354155632499074,4.470569568163434,0.092,0.023,0.08808696388268394,0.03052844055751778,platt,platt_vol
RB,00-0037563,Malik Davis,DAL,MIN,2025_15_MIN_DAL,2025,15,NA,NA,15,20,9.048401588137398,-0.7685506264974252,-4.5261196876476495,2.989018434652799,-5.808929653131088,4.271828400136238,0.091,0.0265,0.08712789946590313,0.03448693675647979,platt,platt_vol
RB,00-0038454,Keaton Mitchell,BAL,CIN,2025_15_BAL_CIN,2025,15,NA,Full Participation in Practice,15,20,8.736322581261792,-0.7103227695423292,-4.392900775439023,2.9722552363543646,-5.650109275869974,4.229463736785315,0.0885,0.0245,0.08473052168429884,0.03209972612840315,platt,platt_vol
RB,00-0032104,Ameer Abdullah,IND,SEA,2025_15_IND_SEA,2025,15,NA,NA,15,20,8.691453145992012,-0.6834183772551659,-4.355121360944324,2.9882846064339925,-5.608617198577692,4.241780444067361,0.088,0.0215,0.08425109430874349,0.029106843931903163,platt,platt_vol
RB,00-0038738,Hunter Luepke,DAL,MIN,2025_15_MIN_DAL,2025,15,NA,Full Participation in Practice,15,20,8.501906029954338,-0.693933556547873,-4.319429825645797,2.9315627125500505,-5.557150987422179,4.169283874326433,0.086,0.0225,0.08233354378628636,0.02983522229177634,platt,platt_vol
RB,00-0033854,Dare Ogunbowale,HOU,ARI,2025_15_ARI_HOU,2025,15,NA,NA,15,20,7.98055341396634,-0.5533186057030228,-4.0494060576878255,2.9427688462817794,-5.2429478797068905,4.136310668300845,0.0835,0.0155,0.07993695954602097,0.02215887586670076,platt,platt_vol
RB,00-0039798,Isaiah Davis,NYJ,JAX,2025_15_NYJ_JAX,2025,15,NA,NA,15,20,8.3757219824017,-0.7476140221227573,-4.3421064408494106,2.846878396603896,-5.569243087058047,4.074015042812532,0.072,0.012,0.06891754709135137,0.018698984905146408,platt,platt_vol
TE,00-0037744,Trey McBride,ARI,HOU,2025_15_ARI_HOU,2025,15,NA,NA,12,17,8.669562093789237,2.011734866777727,-3.1677952897810804,7.947629431240205,-5.250657653147071,9.75542514907456,0.661,0.3875,0.6868724600510465,0.3734352436696475,platt_vol,strat_platt
TE,00-0033288,George Kittle,SF,TEN,2025_15_TEN_SF,2025,15,NA,NA,12,17,8.063329334297743,2.27431161483825,-2.6911698416690553,7.96490004597181,-4.687956061487521,9.697986994542388,0.6045,0.3385,0.6107161132303237,0.34088032861036005,platt_vol,strat_platt
TE,00-0036970,Kyle Pitts,ATL,TB,2025_15_ATL_TB,2025,15,Questionable,Limited Participation in Practice,12,17,7.713067258489922,1.4250441797211433,-3.4136978756819882,6.970385513265195,-5.359517942097303,8.659236992657767,0.5485,0.2585,0.5601551456947836,0.28577044177531313,platt_vol,strat_platt
TE,00-0040663,Harold Fannin Jr.,CLE,CHI,2025_15_CLE_CHI,2025,15,NA,NA,12,17,7.517532320754602,1.5767059953999532,-3.190237214673939,7.039763731234889,-5.107184563265602,8.703555477175135,0.5245,0.257,0.5326201524661576,0.2847015348988599,platt_vol,strat_platt
TE,00-0039847,Theo Johnson,NYG,WAS,2025_15_WAS_NYG,2025,15,NA,Full Participation in Practice,12,17,7.285984556267772,1.5100066375072883,-3.1708970646443833,6.874460555627638,-5.053245048545258,8.508222192796453,0.496,0.2385,0.49977826161373096,0.27137436007663734,platt_vol,strat_platt
TE,00-0033090,Hunter Henry,NE,BUF,2025_15_BUF_NE,2025,15,NA,NA,12,17,7.245660556563422,1.2056449658458583,-3.460158832696347,6.552793948373576,-5.33643464017041,8.181285311934593,0.4655,0.2135,0.48977885491129175,0.25288051491654556,platt_vol,strat_platt
TE,00-0030506,Travis Kelce,KC,LAC,2025_15_LAC_KC,2025,15,NA,NA,12,17,7.087260213941963,1.3795620732874228,-3.226583528202648,6.658340999670383,-5.0788687787052815,8.266010043464037,0.4775,0.2115,0.47257529573637636,0.2513735634767972,platt_vol,strat_platt
