player_id,season,season_share,n_weeks,prior_share,prior_n_weeks,abs_delta,cohort
00-0025399,2015,0.7460885803596801,7,0.7286045911962501,16,0.01748398916342997,stable
00-0025399,2018,0.709622752726201,6,0.6189076249658652,15,0.09071512776033586,stable
00-0025399,2019,0.5454545454545454,1,0.709622752726201,6,0.1641682072716556,stable
00-0025637,2015,0.21972690125525474,6,0.4417157217360057,10,0.22198882048075097,role_change
00-0026019,2015,0.262048493530725,16,0.21208791208791208,3,0.04996058144281293,stable
00-0026019,2016,0.3150537634408602,2,0.262048493530725,16,0.05300526991013521,stable
00-0026019,2017,0.06711751268153707,8,0.3150537634408602,2,0.24793625075932316,role_change
00-0026069,2015,0.16596114483342744,16,0.20540906309820783,8,0.03944791826478039,stable
00-0026069,2016,0.10730825168034194,15,0.16596114483342744,16,0.0586528931530855,stable
00-0026069,2017,0.21969558266767586,12,0.10730825168034194,15,0.11238733098733392,stable
00-0026144,2015,0.6493264758847223,16,0.5394674810270702,16,0.10985899485765205,stable
00-0026144,2016,0.3475783475783476,3,0.6493264758847223,16,0.30174812830637465,role_change
00-0026144,2017,0.06666666666666667,1,0.3475783475783476,3,0.28091168091168095,role_change
00-0026153,2015,0.7593054047401874,13,0.6340789032441807,13,0.12522650149600667,stable
00-0026153,2016,0.7539322219232264,13,0.7593054047401874,13,0.005373182816960975,stable
00-0026153,2017,0.6086062555826474,15,0.7539322219232264,13,0.14532596634057904,stable
00-0026153,2018,0.10458874458874459,3,0.6086062555826474,15,0.5040175109939028,role_change
00-0026164,2015,0.701986336520533,11,0.39169066937609137,16,0.3102956671444416,role_change
00-0026164,2016,0.23894644064522358,4,0.701986336520533,11,0.4630398958753094,role_change
00-0026164,2017,0.6272435897435897,4,0.23894644064522358,4,0.38829714909836616,role_change
00-0026184,2015,0.6421632346235834,13,0.8996070348663228,16,0.2574438002427394,role_change
00-0026184,2016,0.6906208066788598,14,0.6421632346235834,13,0.048457572055276454,stable
00-0026184,2017,0.3534720704896144,12,0.6906208066788598,14,0.33714873618924546,role_change
00-0026213,2015,0.7287768994290733,5,0.6651205231256382,15,0.06365637630343512,stable
00-0026213,2016,0.14015151515151514,3,0.7287768994290733,5,0.5886253842775582,role_change
00-0026213,2017,0.22527154336452115,13,0.14015151515151514,3,0.08512002821300602,stable
00-0026213,2018,0.22802197802197804,2,0.22527154336452115,13,0.0027504346574568905,stable
00-0026286,2015,0.017543859649122806,3,0.04015984015984016,5,0.02261598051071735,stable
00-0026286,2016,0.029967892240619513,11,0.017543859649122806,3,0.012424032591496707,stable
00-0026289,2016,0.34319236852491897,15,0.670608813700919,6,0.327416445176,role_change
00-0026373,2015,0.6680182934848365,10,0.5854435515275458,16,0.08257474195729075,stable
00-0026373,2016,0.48839142936800767,9,0.6680182934848365,10,0.17962686411682888,stable
00-0026393,2015,0.030475814724216836,15,0.06664598549131127,15,0.03617017076709444,stable
00-0026393,2016,0.02606951871657754,4,0.030475814724216836,15,0.004406296007639296,stable
00-0026577,2015,0.05,1,0,1,0.05,stable
00-0026796,2015,0.6534162895927602,4,0.6726079670048388,13,0.01919167741207861,stable
00-0026796,2016,0.3351540616246499,4,0.6534162895927602,4,0.3182622279681103,role_change
00-0026852,2015,0.026836917562724015,9,0.03532386219171116,12,0.008486944628987143,stable
00-0026855,2015,0.037037037037037035,1,0.11270409982174688,10,0.07566706278470985,stable
00-0026855,2016,0.16214177978883862,3,0.037037037037037035,1,0.12510474275180158,stable
00-0027003,2015,0.37947526158052475,6,0.2495546064371975,13,0.12992065514332723,stable
00-0027029,2015,0.7271284183915369,12,0.7664552438562046,16,0.0393268254646677,stable
00-0027029,2016,0.6617566756689502,15,0.7271284183915369,12,0.06537174272258661,stable
00-0027029,2017,0.7505458131979252,16,0.6617566756689502,15,0.08878913752897499,stable
00-0027029,2018,0.5270014290221057,14,0.7505458131979252,16,0.22354438417581957,role_change
