player_id,posteam,defteam,game_id,rolling_epa_per_opp,wt_carry_share,wt_target_share,prior_epa_per_opp,baseline_epa_per_opp,is_cold_start,draft_tier,player_name,form_residual,wt_team_total_plays,wt_snap_share,games_played_so_far,def_used_fallback,def_rush_epa_adj,def_short_pass_epa_adj,def_deep_pass_epa_adj,season,week,report_status,practice_status
00-0036275,CHI,GB,2025_14_CHI_GB,-0.10477530015718962,0.5269963330661264,0.7943124044903509,-0.11786437428925181,-0.11786437428925181,FALSE,r2_3,D'Andre Swift,0.013089074132062187,76.4447513486276,0.5287302593106283,12,FALSE,-0.17424400744115834,0.23657027600098657,0,2025,14,NA,NA
00-0036919,PIT,BAL,2025_14_PIT_BAL,-0.08767039709387603,0.25533072697110343,0.6879358347696144,-0.0943320959041501,-0.0943320959041501,FALSE,r4_5,Kenneth Gainwell,0.006661698810274078,59.05683363639887,0.4910604990722655,12,FALSE,-0.3114118536500605,0.32162254864268647,-0.441899743026575,2025,14,NA,NA
00-0036924,ARI,LA,2025_14_LA_ARI,0.03296908226036066,0.26464078282640047,0.41003503651111173,0.010419455194113691,0.010419455194113691,FALSE,r4_5,Michael Carter,0.02254962706624697,73.67543955738388,0.42067974876175684,12,FALSE,-0.20295944789548545,0.12604361347331622,0,2025,14,NA,NA
00-0036973,JAX,IND,2025_14_IND_JAX,-0.028618848987604105,0.6286341789999194,0.7081561906623713,-0.15596594755389,-0.15596594755389,FALSE,r1,Travis Etienne,0.1273470985662859,68.43825636479765,0.549523105728023,12,FALSE,-0.11808569521528736,-0.2695401170416642,0,2025,14,NA,NA
00-0036997,DAL,DET,2025_14_DAL_DET,-0.11355834840439585,0.8187197665993293,0.7965893751232345,-0.14082027208035594,-0.14082027208035594,FALSE,r2_3,Javonte Williams,0.027261923675960087,70.56008871197426,0.7864581440929184,12,FALSE,-0.05770688384620232,-0.04344326690693585,-0.402581603132136,2025,14,NA,NA
00-0037085,DEN,LV,2025_14_DEN_LV,-0.32981304378303955,0.006119757501650636,0.24297347598902586,-0.2814782313611691,-0.2814782313611691,FALSE,r6_udfa,Tyler Badie,-0.04833481242187043,64.94155020130405,0.20117221481645015,12,FALSE,-0.051123957981554405,0.8921873929749988,0,2025,14,NA,NA
00-0037157,ARI,LA,2025_14_LA_ARI,-0.19890396413167072,0.5805757906897852,0.46542199940438167,NA,-0.08752273338819262,TRUE,udfa,Bam Knight,-0.1113812307434781,73.67543955738388,0.4665511197695915,12,FALSE,-0.20295944789548545,0.12604361347331622,0,2025,14,NA,NA
00-0037197,KC,HOU,2025_14_HOU_KC,-0.040405610001519966,0.42681495025360594,0.31290315280449776,-0.15677178591572596,-0.15677178591572596,FALSE,r6_udfa,Isiah Pacheco,0.116366175914206,74.25554239181909,0.5376970614158525,12,FALSE,-0.26516959214212893,-0.10196780964771632,1.0995298490638865,2025,14,NA,Full Participation in Practice
00-0037228,PIT,BAL,2025_14_PIT_BAL,-0.03740449042862346,0.6446232440102762,0.29446986241314,-0.07511013836986594,-0.07511013836986594,FALSE,udfa,Jaylen Warren,0.037705647941242475,59.05683363639887,0.4751405252274677,12,FALSE,-0.3114118536500605,0.32162254864268647,-0.441899743026575,2025,14,NA,NA
00-0037248,BUF,CIN,2025_14_CIN_BUF,-0.09898982460574168,0.8546804818534112,0.43566433119351056,0.09549035218328104,0.09549035218328104,FALSE,r2_3,James Cook,-0.19448017678902274,68.03319452426013,0.608886971439935,12,FALSE,0.0024130615462283245,0.4761254551124785,-0.17023048732457535,2025,14,NA,NA
00-0037256,TB,NO,2025_14_NO_TB,-0.011094294842375351,0.3160349408320894,0.614108047981057,-0.022285188233091103,-0.022285188233091103,FALSE,r2_3,Rachaad White,0.011190893390715752,66.96571174338241,0.5535124144520973,12,FALSE,-0.09604802268760015,0.08118121766306154,0,2025,14,NA,NA
00-0037263,ATL,SEA,2025_14_SEA_ATL,-0.007980427871308367,0.2790904037191373,0.19198029649998957,0.059043005866860995,0.059043005866860995,FALSE,r4_5,Tyler Allgeier,-0.06702343373816937,63.84622696041835,0.3012036111705632,12,FALSE,-0.27889883130967336,-0.17392341990783447,-0.1355414759253203,2025,14,NA,NA
00-0037525,MIN,WAS,2025_14_WAS_MIN,0.018259660196998657,0.39387769398371447,0.11551455617409868,-0.004873706275280597,-0.004873706275280597,FALSE,udfa,Jordan Mason,0.023133366472279253,55.778395331161605,0.29710017678355055,12,FALSE,-0.029004350627878706,0.6979900063393711,0,2025,14,NA,NA
00-0037557,LA,ARI,2025_14_LA_ARI,NA,NA,NA,0.08708119928840981,0.08708119928840981,FALSE,udfa,Ronnie Rivers,NA,59.255112651062305,0,12,FALSE,-0.07681243963931823,-0.4503228136398221,0.36397620859067387,2025,14,NA,NA
00-0037840,LA,ARI,2025_14_LA_ARI,0.1487585670728821,0.615375943596988,0.7618376725914715,-0.07431148217438772,-0.07431148217438772,FALSE,r4_5,Kyren Williams,0.2230700492472698,59.255112651062305,0.6595160444975487,12,FALSE,-0.07681243963931823,-0.4503228136398221,0.36397620859067387,2025,14,NA,Full Participation in Practice
00-0038120,NYJ,MIA,2025_14_MIA_NYJ,-0.008605376227564307,0.8696985916299982,0.6180171480605772,-0.07759796022637655,-0.07759796022637655,FALSE,r2_3,Breece Hall,0.06899258399881224,61.87544259084804,0.7366740087734525,12,FALSE,-0.21656350334901991,0.5559346681589973,0,2025,14,NA,NA
00-0038134,SEA,ATL,2025_14_SEA_ATL,-0.002645050808415879,0.5092464094370411,0.8751555352575606,-0.0352728083752965,-0.0352728083752965,FALSE,r2_3,Kenneth Walker III,0.03262775756688062,63.9118761807338,0.5428508327701763,12,FALSE,-0.02081956537743915,-0.18695628082051652,0.012769588875141017,2025,14,NA,Full Participation in Practice
00-0038454,BAL,PIT,2025_14_PIT_BAL,0.04151875349001097,0.1512740999460911,0.4112258116342339,-0.2539570223270857,-0.2539570223270857,FALSE,udfa,Keaton Mitchell,0.2954757758170967,61.963450127321224,0.1661798743134681,12,FALSE,-0.18473785110382873,0.2613018429430858,0,2025,14,NA,NA
00-0038542,ATL,SEA,2025_14_SEA_ATL,0.10475896769309903,0.7209095962808626,0.8080197035000103,0.06786461100555133,0.06786461100555133,FALSE,r1,Bijan Robinson,0.0368943566875477,63.84622696041835,0.8289846826912219,12,FALSE,-0.27889883130967336,-0.17392341990783447,-0.1355414759253203,2025,14,NA,NA
00-0038597,CIN,BUF,2025_14_CIN_BUF,0.019133153810587306,0.7356352259526351,0.8590521004960463,0.01699411039393229,0.01699411039393229,FALSE,r4_5,Chase Brown,0.0021390434166550162,72.00321547201546,0.7604944209538222,12,FALSE,-0.029837157805611185,-0.20516134137942998,0,2025,14,NA,Full Participation in Practice
00-0038611,WAS,MIN,2025_14_WAS_MIN,-0.10785614001354954,0.4071259554782093,0.09976726588818989,0.2521845568642473,0.2521845568642473,FALSE,r6_udfa,Chris Rodriguez Jr.,-0.36004069687779683,70.45583528963684,0.339911861013413,12,FALSE,-0.19573800974222916,-0.08450395871555964,0.34581362585005426,2025,14,NA,NA
00-0038794,DEN,LV,2025_14_DEN_LV,-0.40178938961730587,0.24883921822697333,0.12935056521062352,-0.08752273338819262,-0.08752273338819262,FALSE,udfa,Jaleel McLaughlin,-0.31426665622911326,64.94155020130405,0.14489795918367349,12,FALSE,-0.051123957981554405,0.8921873929749988,0,2025,14,NA,NA
00-0038951,TB,NO,2025_14_NO_TB,-0.11500299515451323,0.4150157635209341,0.278035448356035,0.28302362434558836,0.28302362434558836,FALSE,udfa,Sean Tucker,-0.3980266195001016,66.96571174338241,0.3118137250771426,12,FALSE,-0.09604802268760015,0.08118121766306154,0,2025,14,NA,NA
00-0039032,TEN,CLE,2025_14_TEN_CLE,-0.034309137154520594,0.2693428335477879,0.6223970770887507,-0.053326288586375385,-0.053326288586375385,FALSE,r2_3,Tyjae Spears,0.01901715143185479,64.30204202696075,0.4762469981344196,12,FALSE,-0.18084362889815037,0.34154147449994315,0.2936466887369579,2025,14,NA,NA
00-0039040,MIA,NYJ,2025_14_MIA_NYJ,0.05340294793513153,0.7282828528960752,0.9427197243040688,0.043387401603079356,0.043387401603079356,FALSE,r2_3,De'Von Achane,0.01001554633205217,59.32123037306554,0.7985757380165527,12,FALSE,-0.008376791245698382,0.3926689119663654,0,2025,14,NA,NA
00-0039139,DET,DAL,2025_14_DAL_DET,0.09092244650206646,0.6353358229407091,0.7290845788927123,0.15984713867611566,0.15984713867611566,FALSE,r1,Jahmyr Gibbs,-0.0689246921740492,65.52850192372186,0.6762634125460707,12,FALSE,-0.08965406731959126,-0.14379207030253252,-0.16752820909057334,2025,14,NA,NA
00-0039165,SEA,ATL,2025_14_SEA_ATL,0.20232451598641518,0.3980414190141045,0.12484446474243922,-0.10012669197339792,-0.10012669197339792,FALSE,r2_3,Zach Charbonnet,0.3024512079598131,63.9118761807338,0.37051498109983294,12,FALSE,-0.02081956537743915,-0.18695628082051652,0.012769588875141017,2025,14,NA,NA
00-0039361,TB,NO,2025_14_NO_TB,-0.039215103921755694,0.7645162339330167,0.6151053033379903,0.13634750536366969,0.13634750536366969,FALSE,r4_5,Bucky Irving,-0.17556260928542539,66.96571174338241,0.6487308491508827,12,FALSE,-0.09604802268760015,0.08118121766306154,0,2025,14,NA,Full Participation in Practice
00-0039391,LAC,PHI,2025_14_PHI_LAC,-0.08095548152305156,0.6737225620342032,0.802605745718181,-0.12781488045811076,-0.12781488045811076,FALSE,r6_udfa,Kimani Vidal,0.04685939893505921,65.07349409569905,0.728673044805951,12,FALSE,-0.1792851821214302,-0.4722810419600213,0.1925403245624857,2025,14,NA,NA
00-0039738,LA,ARI,2025_14_LA_ARI,0.08040267321362171,0.38462405640301195,0.09740790487056376,-0.10772193447513873,-0.10772193447513873,FALSE,r2_3,Blake Corum,0.18812460768876044,59.255112651062305,0.33129351967791354,12,FALSE,-0.07681243963931823,-0.4503228136398221,0.36397620859067387,2025,14,NA,NA
00-0039874,MIA,NYJ,2025_14_MIA_NYJ,-0.10503506902434809,0.12819611164023534,0.019271957007806064,-0.31324386742045185,-0.31324386742045185,FALSE,r4_5,Jaylen Wright,0.20820879839610376,59.32123037306554,0.11757868890308251,12,FALSE,-0.008376791245698382,0.3926689119663654,0,2025,14,NA,NA
00-0040122,LV,DEN,2025_14_DEN_LV,-0.23877716110757105,0.9134307374931865,0.8474711148077838,NA,-0.0489782974399718,TRUE,r1,Ashton Jeanty,-0.18979886366759924,63.10230020846639,0.8588719726448942,12,FALSE,0.012748992358532638,-0.7964712371890719,-1.4393313357759772,2025,14,NA,NA
00-0040162,CLE,TEN,2025_14_TEN_CLE,0.09514793992830436,0.16405828641315667,0.4040275007528762,NA,-0.028093609232885158,TRUE,r4_5,Dylan Sampson,0.12324154916118953,61.3343113446504,0.271888820167818,12,FALSE,-0.045589001903882084,-0.03618392801649705,0,2025,14,Questionable,Limited Participation in Practice
00-0040198,MIA,NYJ,2025_14_MIA_NYJ,-0.4289901295448699,0.16088934133447827,0.029129391188338134,NA,-0.12781488045811076,TRUE,r6_udfa,Ollie Gordon II,-0.3011752490867592,59.32123037306554,0.24922318038494662,12,FALSE,-0.008376791245698382,0.3926689119663654,0,2025,14,NA,NA
00-0040202,NO,TB,2025_14_NO_TB,-0.23362557586750285,0.44428905805890984,0.671163009563464,NA,-0.12781488045811076,TRUE,r6_udfa,Devin Neal,-0.10581069540939209,69.39017932828992,0.5882241932249263,12,FALSE,-0.13054352190252586,0.3538688045512426,1.2390977742069018,2025,14,NA,NA
00-0040236,CHI,GB,2025_14_CHI_GB,0.024567995037703773,0.5305880555119593,0.32298294762461965,NA,-0.12781488045811076,TRUE,r6_udfa,Kyle Monangai,0.15238287549581453,76.4447513486276,0.4842695334026536,12,FALSE,-0.17424400744115834,0.23657027600098657,0,2025,14,NA,Full Participation in Practice
00-0040242,WAS,MIN,2025_14_WAS_MIN,-0.13611729858462948,0.42132067475214185,0.23154022698497495,NA,-0.12781488045811076,TRUE,r6_udfa,Jacory Croskey-Merritt,-0.008302418126518718,70.45583528963684,0.3417544040001281,12,FALSE,-0.19573800974222916,-0.08450395871555964,0.34581362585005426,2025,14,NA,NA
00-0040583,HOU,KC,2025_14_HOU_KC,-0.09245233679773135,0.6998569507454084,0.6627036423478339,NA,-0.028093609232885158,TRUE,r4_5,Woody Marks,-0.06435872756484619,71.98446697821467,0.6323661863119985,12,FALSE,-0.25901636296256814,0.534898278638087,0,2025,14,NA,Full Participation in Practice
00-0040666,LAC,PHI,2025_14_PHI_LAC,0.021049760624999032,0.7460897954746974,0.7646756468441018,NA,-0.0489782974399718,TRUE,r1,Omarion Hampton,0.07002805806497084,65.07349409569905,0.7295515023231279,12,FALSE,-0.1792851821214302,-0.4722810419600213,0.1925403245624857,2025,14,Questionable,Full Participation in Practice
00-0040730,DEN,LV,2025_14_DEN_LV,0.07035559645123032,0.42022814073684245,0.4326002259758143,NA,-0.0725242009387155,TRUE,r2_3,RJ Harvey,0.14287979738994583,64.94155020130405,0.4120824057393142,12,FALSE,-0.051123957981554405,0.8921873929749988,0,2025,14,NA,NA
00-0040784,CLE,TEN,2025_14_TEN_CLE,-0.22847623052604957,0.8095147177899059,0.4024414688237763,NA,-0.0725242009387155,TRUE,r2_3,Quinshon Judkins,-0.15595202958733406,61.3343113446504,0.5235373731211481,12,FALSE,-0.045589001903882084,-0.03618392801649705,0,2025,14,NA,NA
