position,player_id,player_name,posteam,ecr_rank,ecr_as_of
QB,00-0035993,Tyler Huntley,BAL,56,2026-09-24T15:08:47
QB,00-0041568,Ty Simpson,LA,57,2026-09-24T15:08:47
QB,00-0040014,Kyle McCord,MIA,58,2026-09-24T15:08:47
QB,00-0034771,Mason Rudolph,PIT,59,2026-09-24T15:08:47
QB,00-0040206,Riley Leonard,IND,60,2026-09-24T15:08:47
QB,00-0037077,Sam Howell,DAL,61,2026-09-24T15:08:47
QB,00-0027973,Andy Dalton,PHI,62,2026-09-24T15:08:47
QB,00-0033869,Mitchell Trubisky,TEN,63,2026-09-24T15:08:47
QB,00-0041092,Taylen Green,CLE,64,2026-09-24T15:08:47
QB,00-0033949,Joshua Dobbs,DET,65,2026-09-24T15:08:47
QB,00-0040203,Will Howard,PIT,66,2026-09-24T15:08:47
QB,00-0038476,Tommy DeVito,NE,68,2026-09-24T15:08:47
QB,00-0037013,Zach Wilson,NO,69,2026-09-24T15:08:47
QB,00-0038400,Tanner McKee,PHI,70,2026-09-24T15:08:47
QB,00-0040906,Garrett Nussmeier,KC,71,2026-09-24T15:08:47
RB,00-0039139,Jahmyr Gibbs,DET,1,2026-09-24T15:08:47
RB,00-0038134,Kenneth Walker III,KC,2,2026-09-24T15:08:47
RB,00-0038542,Bijan Robinson,ATL,3,2026-09-24T15:08:47
RB,00-0033280,Christian McCaffrey,SF,4,2026-09-24T15:08:47
RB,00-0040122,Ashton Jeanty,LV,5,2026-09-24T15:08:47
RB,00-0032764,Derrick Henry,BAL,6,2026-09-24T15:08:47
RB,00-0036223,Jonathan Taylor,IND,7,2026-09-24T15:08:47
RB,00-0038597,Chase Brown,CIN,8,2026-09-24T15:08:47
RB,00-0037248,James Cook,BUF,9,2026-09-24T15:08:47
RB,00-0034844,Saquon Barkley,PHI,10,2026-09-24T15:08:47
RB,00-0038120,Breece Hall,NYJ,11,2026-09-24T15:08:47
RB,00-0039040,De'Von Achane,MIA,12,2026-09-24T15:08:47
RB,00-0040666,Omarion Hampton,LAC,13,2026-09-24T15:08:47
RB,00-0036997,Javonte Williams,DAL,14,2026-09-24T15:08:47
RB,00-0037840,Kyren Williams,LA,15,2026-09-24T15:08:47
RB,00-0036555,Chuba Hubbard,CAR,16,2026-09-24T15:08:47
RB,00-0036275,D'Andre Swift,CHI,17,2026-09-24T15:08:47
RB,00-0039361,Bucky Irving,TB,18,2026-09-24T15:08:47
RB,00-0035685,David Montgomery,HOU,19,2026-09-24T15:08:47
RB,00-0040715,Cam Skattebo,NYG,20,2026-09-24T15:08:47
RB,00-0033293,Aaron Jones,MIN,21,2026-09-24T15:08:47
RB,00-0037228,Jaylen Warren,PIT,22,2026-09-24T15:08:47
RB,00-0041027,Jeremiyah Love,ARI,23,2026-09-24T15:08:47
RB,00-0040719,Bhayshul Tuten,JAX,24,2026-09-24T15:08:47
RB,00-0040784,Quinshon Judkins,CLE,25,2026-09-24T15:08:47
RB,00-0036973,Travis Etienne,NO,26,2026-09-24T15:08:47
RB,00-0040734,TreVeyon Henderson,NE,27,2026-09-24T15:08:47
RB,00-0036875,Rhamondre Stevenson,NE,28,2026-09-24T15:08:47
RB,00-0035261,Tony Pollard,TEN,29,2026-09-24T15:08:47
RB,00-0041512,Jadarian Price,SEA,30,2026-09-24T15:08:47
RB,00-0039738,Blake Corum,LA,31,2026-09-24T15:08:47
RB,00-0040236,Kyle Monangai,CHI,32,2026-09-24T15:08:47
RB,00-0040583,Woody Marks,HOU,33,2026-09-24T15:08:47
RB,00-0037256,Rachaad White,WAS,34,2026-09-24T15:08:47
RB,00-0040242,Jacory Croskey-Merritt,WAS,35,2026-09-24T15:08:47
RB,00-0041052,Kaelon Black,SF,36,2026-09-24T15:08:47
RB,00-0041496,Jonah Coleman,DEN,37,2026-09-24T15:08:47
RB,00-0036919,Kenny Gainwell,TB,38,2026-09-24T15:08:47
RB,00-0036158,J.K. Dobbins,DEN,39,2026-09-24T15:08:47
RB,00-0040142,Kaleb Johnson,GB,40,2026-09-24T15:08:47
RB,00-0041013,Emmett Johnson,KC,41,2026-09-24T15:08:47
RB,00-0039811,MarShawn Lloyd,GB,42,2026-09-24T15:08:47
RB,00-0039794,Braelon Allen,NYJ,43,2026-09-24T15:08:47
RB,00-0039032,Tyjae Spears,TEN,44,2026-09-24T15:08:47
RB,00-0037263,Tyler Allgeier,ARI,45,2026-09-24T15:08:47
RB,00-0038797,Emanuel Wilson,SEA,46,2026-09-24T15:08:47
RB,00-0038454,Keaton Mitchell,LAC,47,2026-09-24T15:08:47
RB,00-0038611,Chris Rodriguez Jr.,JAX,48,2026-09-24T15:08:47
RB,00-0038685,Chris Brooks,GB,49,2026-09-24T15:08:47
RB,00-0038555,Tank Bigsby,PHI,50,2026-09-24T15:08:47
RB,00-0040878,Mike Washington Jr.,LV,51,2026-09-24T15:08:47
RB,00-0040730,RJ Harvey,DEN,52,2026-09-24T15:08:47
RB,00-0034975,Justice Hill,BAL,53,2026-09-24T15:08:47
RB,00-0039299,George Holani,SEA,54,2026-09-24T15:08:47
RB,00-0035250,Devin Singletary,NYG,55,2026-09-24T15:08:47
RB,00-0033906,Alvin Kamara,NO,56,2026-09-24T15:08:47
RB,00-0037746,Brian Robinson,ATL,57,2026-09-24T15:08:47
RB,00-0033526,Samaje Perine,CIN,58,2026-09-24T15:08:47
RB,00-0040466,Raheim Sanders,CLE,59,2026-09-24T15:08:47
RB,00-0039875,Ray Davis,BUF,60,2026-09-24T15:08:47
RB,00-0039746,Will Shipley,PHI,61,2026-09-24T15:08:47
RB,00-0036893,Najee Harris,NYG,62,2026-09-24T15:08:47
RB,00-0039391,Kimani Vidal,LAC,63,2026-09-24T15:08:47
RB,00-0039384,Tyrone Tracy Jr.,NYG,64,2026-09-24T15:08:47
RB,00-0038705,Emari Demercado,DAL,65,2026-09-24T15:08:47
RB,00-0040238,LeQuint Allen Jr.,JAX,66,2026-09-24T15:08:47
RB,00-0036265,AJ Dillon,CAR,67,2026-09-24T15:08:47
RB,00-0036425,DeeJay Dallas,MIN,68,2026-09-24T15:08:47
RB,00-0041096,Kaytron Allen,WAS,69,2026-09-24T15:08:47
RB,00-0040198,Ollie Gordon II,MIA,70,2026-09-24T15:08:47
RB,00-0039364,Sione Vaki,DET,71,2026-09-24T15:08:47
RB,00-0039874,Jaylen Wright,MIA,72,2026-09-24T15:08:47
RB,00-0041104,Demond Claiborne,MIN,73,2026-09-24T15:08:47
RB,00-0036139,Rico Dowdle,PIT,74,2026-09-24T15:08:47
RB,00-0041125,Seth McGowan,IND,75,2026-09-24T15:08:47
RB,00-0029892,Kyle Juszczyk,SF,76,2026-09-24T15:08:47
RB,00-0035594,Travis Homer,PIT,77,2026-09-24T15:08:47
RB,00-0040886,Nicholas Singleton,TEN,78,2026-09-24T15:08:47
RB,00-0037085,Tyler Badie,DEN,79,2026-09-24T15:08:47
RB,00-0035537,Ty Johnson,BUF,80,2026-09-24T15:08:47
RB,00-0038794,Jaleel McLaughlin,CLE,81,2026-09-24T15:08:47
RB,00-0038738,Hunter Luepke,DAL,82,2026-09-24T15:08:47
RB,00-0032104,Ameer Abdullah,JAX,83,2026-09-24T15:08:47
RB,00-0040177,Jordan James,SF,84,2026-09-24T15:08:47
RB,00-0038951,Sean Tucker,TB,85,2026-09-24T15:08:47
RB,00-0038896,Jacob Saylors,DET,86,2026-09-24T15:08:47
RB,00-0041490,Eli Heidenreich,PIT,87,2026-09-24T15:08:47
RB,00-0035125,Alec Ingold,LAC,88,2026-09-24T15:08:47
RB,00-0040078,Brashard Smith,KC,89,2026-09-24T15:08:47
RB,00-0039796,Rasheen Ali,BAL,90,2026-09-24T15:08:47
RB,00-0039021,Roschon Johnson,CHI,91,2026-09-24T15:08:47
RB,00-0037157,Bam Knight,ARI,92,2026-09-24T15:08:47
RB,00-0041326,CJ Donaldson,NO,93,2026-09-24T15:08:47
RB,00-0039798,Isaiah Davis,NYJ,94,2026-09-24T15:08:47
RB,00-0040556,Corey Kiner,NE,95,2026-09-24T15:08:47
RB,00-0039407,Dylan Laube,LV,96,2026-09-24T15:08:47
RB,00-0039471,Frank Gore Jr.,BUF,97,2026-09-24T15:08:47
RB,00-0040208,Tahj Brooks,CIN,98,2026-09-24T15:08:47
RB,00-0038551,Kendre Miller,NO,99,2026-09-24T15:08:47
RB,00-0040179,DJ Giddens,IND,100,2026-09-24T15:08:47
RB,00-0037557,Ronnie Rivers,LA,101,2026-09-24T15:08:47
RB,00-0034959,Andrew Beck,NYJ,102,2026-09-24T15:08:47
RB,00-0041081,Max Bredeson,MIN,103,2026-09-24T15:08:47
RB,00-0033376,Patrick Ricard,NYG,104,2026-09-24T15:08:47
RB,00-0036187,Reggie Gilliam,NE,105,2026-09-24T15:08:47
RB,00-0039603,British Brooks,HOU,106,2026-09-24T15:08:47
RB,00-0037594,Julius Chestnut,TEN,107,2026-09-24T15:08:47
RB,00-0036727,Adam Prentice,DEN,109,2026-09-24T15:08:47
RB,00-0031595,Michael Burton,CLE,110,2026-09-24T15:08:47
RB,00-0037120,Tyler Goodson,DAL,111,2026-09-24T15:08:47
RB,00-0036842,Kene Nwangwu,NYJ,112,2026-09-24T15:08:47
TE,00-0037744,Trey McBride,ARI,1,2026-09-24T15:08:47
TE,00-0038933,Dalton Kincaid,BUF,2,2026-09-24T15:08:47
TE,00-0039338,Brock Bowers,LV,3,2026-09-24T15:08:47
TE,00-0039065,Sam LaPorta,DET,4,2026-09-24T15:08:47
TE,00-0030506,Travis Kelce,KC,5,2026-09-24T15:08:47
TE,00-0034383,Dalton Schultz,HOU,6,2026-09-24T15:08:47
TE,00-0038996,Tucker Kraft,GB,7,2026-09-24T15:08:47
TE,00-0033288,George Kittle,SF,8,2026-09-24T15:08:47
TE,00-0040128,Tyler Warren,IND,9,2026-09-24T15:08:47
TE,00-0037838,Isaiah Likely,NYG,10,2026-09-24T15:08:47
TE,00-0036040,Juwan Johnson,NO,11,2026-09-24T15:08:47
TE,00-0040126,Colston Loveland,CHI,12,2026-09-24T15:08:47
TE,00-0040663,Harold Fannin Jr.,CLE,13,2026-09-24T15:08:47
TE,00-0034753,Mark Andrews,BAL,14,2026-09-24T15:08:47
TE,00-0038041,Jake Ferguson,DAL,15,2026-09-24T15:08:47
TE,00-0040189,Oronde Gadsden II,LAC,16,2026-09-24T15:08:47
TE,00-0036894,Pat Freiermuth,PIT,17,2026-09-24T15:08:47
TE,00-0033090,Hunter Henry,NE,18,2026-09-24T15:08:47
TE,00-0036970,Kyle Pitts,ATL,19,2026-09-24T15:08:47
TE,00-0040737,Terrance Ferguson,LA,20,2026-09-24T15:08:47
TE,00-0035229,T.J. Hockenson,MIN,21,2026-09-24T15:08:47
TE,00-0038935,Brenton Strange,JAX,22,2026-09-24T15:08:47
TE,00-0039793,AJ Barner,SEA,23,2026-09-24T15:08:47
TE,00-0033881,Evan Engram,DEN,24,2026-09-24T15:08:47
TE,00-0041032,Kenyon Sadiq,NYJ,25,2026-09-24T15:08:47
TE,00-0031610,Darren Waller,CAR,26,2026-09-24T15:08:47
TE,00-0034829,Mike Gesicki,CIN,27,2026-09-24T15:08:47
TE,00-0038129,Cade Otton,TB,28,2026-09-24T15:08:47
TE,00-0036244,Colby Parkinson,LA,29,2026-09-24T15:08:47
TE,00-0039066,Michael Mayer,LV,30,2026-09-24T15:08:47
TE,00-0037252,Greg Dulcich,MIA,31,2026-09-24T15:08:47
TE,00-0040584,Gunnar Helm,TEN,32,2026-09-24T15:08:47
TE,00-0038558,Darnell Washington,PIT,33,2026-09-24T15:08:47
TE,00-0040736,Mason Taylor,NYJ,34,2026-09-24T15:08:47
TE,00-0033110,Tyler Higbee,LA,36,2026-09-24T15:08:47
TE,00-0036290,Cole Kmet,CHI,37,2026-09-24T15:08:47
TE,00-0036637,Noah Gray,KC,38,2026-09-24T15:08:47
TE,00-0035644,Noah Fant,NO,39,2026-09-24T15:08:47
TE,00-0035689,Dawson Knox,BUF,40,2026-09-24T15:08:47
TE,00-0037005,Tommy Tremble,CAR,41,2026-09-24T15:08:47
TE,00-0041395,Eli Raridon,NE,42,2026-09-24T15:08:47
TE,00-0033858,Jonnu Smith,GB,43,2026-09-24T15:08:47
TE,00-0039847,Theo Johnson,NYG,44,2026-09-24T15:08:47
TE,00-0040739,Elijah Arroyo,SEA,45,2026-09-24T15:08:47
TE,00-0035249,Josh Oliver,MIN,46,2026-09-24T15:08:47
TE,00-0039912,Ben Sinnott,WAS,47,2026-09-24T15:08:47
TE,00-0039814,Erick All,CIN,48,2026-09-24T15:08:47
TE,00-0038115,Daniel Bellinger,TEN,49,2026-09-24T15:08:47
TE,00-0032392,Austin Hooper,ATL,50,2026-09-24T15:08:47
TE,00-0040187,Mitchell Evans,CAR,51,2026-09-24T15:08:47
TE,00-0034981,Foster Moreau,HOU,53,2026-09-24T15:08:47
TE,00-0033246,Johnny Mundt,PHI,54,2026-09-24T15:08:47
TE,00-0036628,John Bates,WAS,55,2026-09-24T15:08:47
TE,00-0035631,Drew Sample,CIN,56,2026-09-24T15:08:47
TE,00-0037805,Jeremy Ruckert,NYJ,57,2026-09-24T15:08:47
TE,00-0036887,Luke Farrell,SF,58,2026-09-24T15:08:47
TE,00-0036422,Adam Trautman,DEN,59,2026-09-24T15:08:47
TE,00-0041558,Sam Roush,CHI,60,2026-09-24T15:08:47
TE,00-0041472,Marlin Klein,HOU,61,2026-09-24T15:08:47
TE,00-0039686,Colson Yankoff,WAS,62,2026-09-24T15:08:47
TE,00-0038710,Blake Whiteheart,CLE,63,2026-09-24T15:08:47
TE,00-0037809,Chig Okonkwo,WAS,64,2026-09-24T15:08:47
TE,00-0034798,Durham Smythe,BAL,65,2026-09-24T15:08:47
TE,00-0039041,Elijah Higgins,ARI,66,2026-09-24T15:08:47
TE,00-0040194,Jackson Hawes,BUF,67,2026-09-24T15:08:47
TE,00-0039824,Jared Wiley,KC,68,2026-09-24T15:08:47
TE,00-0041524,Will Kacmarek,MIA,69,2026-09-24T15:08:47
TE,00-0038547,Luke Schoonmaker,DAL,70,2026-09-24T15:08:47
TE,00-0041503,Nate Boerkircher,JAX,71,2026-09-24T15:08:47
TE,00-0040887,Josh Cuevas,BAL,72,2026-09-24T15:08:47
TE,00-0039356,Ja'Tavion Sanders,CAR,73,2026-09-24T15:08:47
TE,00-0038783,Nate Adkins,DEN,74,2026-09-24T15:08:47
TE,00-0040215,Gavin Bartholomew,MIN,75,2026-09-24T15:08:47
TE,00-0041041,Oscar Delp,NO,76,2026-09-24T15:08:47
TE,00-0038589,Josh Whyle,GB,77,2026-09-24T15:08:47
TE,00-0037004,Hunter Long,ARI,78,2026-09-24T15:08:47
TE,00-0041510,Max Klare,LA,79,2026-09-24T15:08:47
TE,00-0039530,Brevyn Spann-Ford,DAL,80,2026-09-24T15:08:47
TE,00-0036754,Brock Wright,DET,81,2026-09-24T15:08:47
TE,00-0033757,Robert Tonyan,PIT,82,2026-09-24T15:08:47
TE,00-0036429,Charlie Woerner,ATL,83,2026-09-24T15:08:47
TE,00-0039074,Davis Allen,LA,84,2026-09-24T15:08:47
TE,00-0033576,Eric Saubert,SEA,85,2026-09-24T15:08:47
TE,00-0038498,E.J. Jenkins,PHI,86,2026-09-24T15:08:47
TE,00-0041131,Carsen Ryan,CLE,87,2026-09-24T15:08:47
TE,00-0036590,Quintin Morris,JAX,88,2026-09-24T15:08:47
TE,00-0039359,Cade Stover,HOU,89,2026-09-24T15:08:47
TE,00-0039050,Payne Durham,TB,90,2026-09-24T15:08:47
TE,00-0041579,Seydou Traore,MIA,91,2026-09-24T15:08:47
TE,00-0041094,Bauer Sharp,TB,92,2026-09-24T15:08:47
TE,00-0031484,Chris Manhertz,NYG,93,2026-09-24T15:08:47
WR,00-0038543,Jaxon Smith-Njigba,SEA,1,2026-09-24T15:08:47
WR,00-0036963,Amon-Ra St. Brown,DET,2,2026-09-24T15:08:47
WR,00-0036900,Ja'Marr Chase,CIN,3,2026-09-24T15:08:47
WR,00-0036322,Justin Jefferson,MIN,4,2026-09-24T15:08:47
WR,00-0037239,Chris Olave,NO,5,2026-09-24T15:08:47
WR,00-0036358,CeeDee Lamb,DAL,6,2026-09-24T15:08:47
WR,00-0037740,Garrett Wilson,NYJ,7,2026-09-24T15:08:47
WR,00-0036912,DeVonta Smith,PHI,8,2026-09-24T15:08:47
WR,00-0038606,Parker Washington,JAX,9,2026-09-24T15:08:47
WR,00-0037238,Drake London,ATL,10,2026-09-24T15:08:47
WR,00-0038124,Christian Watson,GB,11,2026-09-24T15:08:47
WR,00-0037247,George Pickens,DAL,12,2026-09-24T15:08:47
WR,00-0031381,Davante Adams,LA,13,2026-09-24T15:08:47
WR,00-0039337,Malik Nabers,NYG,14,2026-09-24T15:08:47
WR,00-0036613,Jaylen Waddle,DEN,15,2026-09-24T15:08:47
WR,00-0031408,Mike Evans,SF,16,2026-09-24T15:08:47
WR,00-0039915,Ladd McConkey,LAC,17,2026-09-24T15:08:47
WR,00-0040124,Tetairoa McMillan,CAR,18,2026-09-24T15:08:47
WR,00-0039067,Rashee Rice,KC,19,2026-09-24T15:08:47
WR,00-0036410,Tee Higgins,CIN,20,2026-09-24T15:08:47
WR,00-0039491,Jalen Coker,CAR,21,2026-09-24T15:08:47
WR,00-0040667,Matthew Golden,GB,22,2026-09-24T15:08:47
WR,00-0038997,Josh Downs,IND,23,2026-09-24T15:08:47
WR,00-0040129,Emeka Egbuka,TB,24,2026-09-24T15:08:47
WR,00-0035719,Deebo Samuel Sr.,SF,25,2026-09-24T15:08:47
WR,00-0037240,Jameson Williams,DET,26,2026-09-24T15:08:47
WR,00-0035640,DK Metcalf,PIT,27,2026-09-24T15:08:47
WR,00-0031588,Stefon Diggs,WAS,28,2026-09-24T15:08:47
WR,00-0039890,Adonai Mitchell,NYJ,29,2026-09-24T15:08:47
WR,00-0037816,Romeo Doubs,NE,30,2026-09-24T15:08:47
WR,00-0038559,Michael Wilson,ARI,31,2026-09-24T15:08:47
WR,00-0035659,Terry McLaurin,WAS,32,2026-09-24T15:08:47
WR,00-0038393,Dontayvion Wicks,PHI,33,2026-09-24T15:08:47
WR,00-0039424,Devaughn Vele,NO,34,2026-09-24T15:08:47
WR,00-0040735,Luther Burden III,CHI,35,2026-09-24T15:08:47
WR,00-0033921,Chris Godwin Jr.,TB,36,2026-09-24T15:08:47
WR,00-0041037,Denzel Boston,CLE,37,2026-09-24T15:08:47
WR,00-0041438,Carnell Tate,TEN,38,2026-09-24T15:08:47
WR,00-0036550,Rashod Bateman,BAL,39,2026-09-24T15:08:47
WR,00-0038994,Jordan Addison,MIN,40,2026-09-24T15:08:47
WR,00-0039894,Xavier Worthy,KC,41,2026-09-24T15:08:47
WR,00-0039919,Rome Odunze,CHI,42,2026-09-24T15:08:47
WR,00-0034348,Courtland Sutton,DEN,43,2026-09-24T15:08:47
WR,00-0037261,Khalil Shakir,BUF,44,2026-09-24T15:08:47
WR,00-0038544,Quentin Johnston,LAC,45,2026-09-24T15:08:47
WR,00-0039064,Zay Flowers,BAL,46,2026-09-24T15:08:47
WR,00-0038563,Tre Tucker,LV,47,2026-09-24T15:08:47
WR,00-0041547,KC Concepcion,CLE,48,2026-09-24T15:08:47
WR,00-0034960,Jakobi Meyers,JAX,49,2026-09-24T15:08:47
WR,00-0039893,Brian Thomas Jr.,JAX,50,2026-09-24T15:08:47
WR,00-0039880,Malik Washington,MIA,51,2026-09-24T15:08:47
WR,00-0038117,Wan'Dale Robinson,TEN,52,2026-09-24T15:08:47
WR,00-0038608,Kayshon Boutte,HOU,53,2026-09-24T15:08:47
WR,00-0039849,Marvin Harrison Jr.,ARI,54,2026-09-24T15:08:47
WR,00-0030279,Keenan Allen,IND,55,2026-09-24T15:08:47
WR,00-0037545,Rashid Shaheed,SEA,56,2026-09-24T15:08:47
WR,00-0040727,Tre Harris,LAC,57,2026-09-24T15:08:47
WR,00-0038618,Xavier Hutchinson,HOU,58,2026-09-24T15:08:47
WR,00-0032464,Kalif Raymond,CHI,59,2026-09-24T15:08:47
WR,00-0039075,Puka Nacua,LA,60,2026-09-24T15:08:47
WR,00-0040867,Makai Lemon,PHI,61,2026-09-24T15:08:47
WR,00-0034827,DJ Moore,BUF,62,2026-09-24T15:08:47
WR,00-0033307,Kendrick Bourne,ARI,63,2026-09-24T15:08:47
WR,00-0039901,Keon Coleman,BUF,64,2026-09-24T15:08:47
WR,00-0040134,Pat Bryant,DEN,65,2026-09-24T15:08:47
WR,00-0037291,Jalen Nailor,LV,66,2026-09-24T15:08:47
WR,00-0039410,Ryan Flournoy,DAL,67,2026-09-24T15:08:47
WR,00-0041042,Malachi Fields,NYG,68,2026-09-24T15:08:47
WR,00-0038104,Tyquan Thornton,KC,69,2026-09-24T15:08:47
WR,00-0040138,Jaylin Noel,HOU,70,2026-09-24T15:08:47
WR,00-0039739,Roman Wilson,PIT,71,2026-09-24T15:08:47
WR,00-0041040,Antonio Williams,WAS,73,2026-09-24T15:08:47
WR,00-0041525,Chris Bell,MIA,74,2026-09-24T15:08:47
WR,00-0041489,Germie Bernard,PIT,75,2026-09-24T15:08:47
WR,00-0040729,Jack Bech,LV,76,2026-09-24T15:08:47
WR,00-0033908,Cooper Kupp,SEA,77,2026-09-24T15:08:47
WR,00-0033555,Mack Hollins,NE,78,2026-09-24T15:08:47
WR,00-0041523,Caleb Douglas,MIA,79,2026-09-24T15:08:47
WR,00-0036407,Jerry Jeudy,CLE,80,2026-09-24T15:08:47
WR,00-0041048,Ted Hurst III,TB,81,2026-09-24T15:08:47
WR,00-0038621,DeMario Douglas,NE,82,2026-09-24T15:08:47
WR,00-0036309,Darnell Mooney,NYG,83,2026-09-24T15:08:47
WR,00-0032951,Laquon Treadwell,IND,84,2026-09-24T15:08:47
WR,00-0037741,Jahan Dotson,ATL,85,2026-09-24T15:08:47
WR,00-0034837,Calvin Ridley,TEN,86,2026-09-24T15:08:47
WR,00-0040669,Isaac TeSlaa,DET,87,2026-09-24T15:08:47
WR,00-0039868,Troy Franklin,DEN,88,2026-09-24T15:08:47
WR,00-0039342,Xavier Legette,CAR,89,2026-09-24T15:08:47
WR,00-0041044,Zachariah Branch,ATL,90,2026-09-24T15:08:47
WR,00-0041067,Bryce Lance,NO,91,2026-09-24T15:08:47
WR,00-0039451,Isaiah Williams,NYJ,92,2026-09-24T15:08:47
WR,00-0040170,Elic Ayomanor,TEN,93,2026-09-24T15:08:47
WR,00-0032398,Chris Moore,BAL,94,2026-09-24T15:08:47
WR,00-0040876,Elijah Sarratt,BAL,95,2026-09-24T15:08:47
WR,00-0040131,Kyle Williams,NE,96,2026-09-24T15:08:47
WR,00-0035208,Olamide Zaccheaus,ATL,97,2026-09-24T15:08:47
WR,00-0039855,Jalen McMillan,TB,98,2026-09-24T15:08:47
WR,00-0039792,Devontez Walker,BAL,99,2026-09-24T15:08:47
WR,00-0041550,Brenen Thompson,LAC,100,2026-09-24T15:08:47
WR,00-0040590,Konata Mumpfield,LA,101,2026-09-24T15:08:47
WR,00-0036849,Tutu Atwell,LA,102,2026-09-24T15:08:47
WR,00-0040237,Tez Johnson,TB,103,2026-09-24T15:08:47
WR,00-0038090,Skyy Moore,GB,104,2026-09-24T15:08:47
WR,00-0038728,Jared Wayne,HOU,105,2026-09-24T15:08:47
WR,00-0040718,Travis Hunter,JAX,106,2026-09-24T15:08:47
WR,00-0036626,Dyami Brown,WAS,107,2026-09-24T15:08:47
WR,00-0037801,KaVontae Turpin,DAL,108,2026-09-24T15:08:47
WR,00-0040075,LaJohntay Wester,BAL,109,2026-09-24T15:08:47
WR,00-0040705,Chimere Dike,TEN,110,2026-09-24T15:08:47
WR,00-0036252,Michael Pittman,PIT,111,2026-09-24T15:08:47
