cell,bin,n,pred,emp,delta,method,threshold,position
exante_high,"[0.1,0.2)",403,0.16211097536362726,0.1488833746898263,-0.013227600673800965,strat_platt,20+,RB
exante_high,"[0.2,0.3)",582,0.24560356689666912,0.23195876288659795,-0.013644804010071176,strat_platt,20+,RB
exante_high,"[0.3,0.4)",149,0.33545568184853924,0.3288590604026846,-0.006596621445854656,strat_platt,20+,RB
exante_high,"[0.4,0.5)",39,0.43247671073635674,0.3076923076923077,-0.12478440304404903,strat_platt,20+,RB
exante_high,"[0.5,0.6)",6,0.5596608923497911,0.5,-0.059660892349791106,strat_platt,20+,RB
exante_high,"[0.6,0.7)",1,0.6314466969138948,0,-0.6314466969138948,strat_platt,20+,RB
exante_high,"[0.7,0.8)",3,0.7320211459042705,0.6666666666666666,-0.06535447923760385,strat_platt,20+,RB
exante_low,"[0,0.1)",421,0.013207676891725133,0.021377672209026127,0.008169995317300994,strat_iso,20+,RB
exante_mid,"[0,0.1)",547,0.03896263786688233,0.0603290676416819,0.02136642977479957,strat_iso,20+,RB
exante_mid,"[0.1,0.2)",54,0.14176468964910421,0.09259259259259259,-0.04917209705651163,strat_iso,20+,RB
exante_mid,"[0.2,0.3)",18,0.21735691271122806,0.05555555555555555,-0.1618013571556725,strat_iso,20+,RB
exante_mid,"[0.3,0.4)",1,0.3333333333333333,0,-0.3333333333333333,strat_iso,20+,RB
exante_high,"[0,0.1)",65,0.01887735650765891,0.1076923076923077,0.08881495118464879,strat_iso,20+,RB
exante_high,"[0.1,0.2)",368,0.17597226210363237,0.14945652173913043,-0.02651574036450194,strat_iso,20+,RB
exante_high,"[0.2,0.3)",584,0.24648488267967728,0.24486301369863014,-0.001621868981047131,strat_iso,20+,RB
exante_high,"[0.3,0.4)",88,0.33703939285966267,0.2159090909090909,-0.12113030195057176,strat_iso,20+,RB
exante_high,"[0.4,0.5)",76,0.4445986201850496,0.39473684210526316,-0.04986177807978642,strat_iso,20+,RB
exante_high,"[0.5,0.6)",21,0.5440709617180205,0.38095238095238093,-0.16311858076563956,strat_iso,20+,RB
exante_high,"[0.6,0.7)",1,0.6666666666666666,0,-0.6666666666666666,strat_iso,20+,RB
exante_high,"[0.7,0.8)",1,0.75,1,0.25,strat_iso,20+,RB
exante_high,"[0.9,1]",2,1,0.5,-0.5,strat_iso,20+,RB
exante_low,"[0,0.1)",421,0.023087871200141188,0.021377672209026127,-0.0017101989911150611,platt_vol,20+,RB
exante_mid,"[0,0.1)",543,0.051882610434863335,0.06261510128913444,0.01073249085427111,platt_vol,20+,RB
exante_mid,"[0.1,0.2)",76,0.11919563938822511,0.06578947368421052,-0.05340616570401459,platt_vol,20+,RB
exante_mid,"[0.2,0.3)",1,0.23253416313342595,0,-0.23253416313342595,platt_vol,20+,RB
exante_high,"[0,0.1)",44,0.0809387937129132,0.09090909090909091,0.009970297196177716,platt_vol,20+,RB
exante_high,"[0.1,0.2)",472,0.15634613597785757,0.16101694915254236,0.00467081317468479,platt_vol,20+,RB
exante_high,"[0.2,0.3)",438,0.24754143331884013,0.2328767123287671,-0.014664720990073016,platt_vol,20+,RB
exante_high,"[0.3,0.4)",172,0.3380564319347876,0.29069767441860467,-0.04735875751618296,platt_vol,20+,RB
exante_high,"[0.4,0.5)",62,0.4320570901527786,0.3709677419354839,-0.061089348217294726,platt_vol,20+,RB
exante_high,"[0.5,0.6)",11,0.5297841866429446,0.5454545454545454,0.015670358811600837,platt_vol,20+,RB
exante_high,"[0.6,0.7)",5,0.6398162819230085,0.4,-0.23981628192300852,platt_vol,20+,RB
exante_high,"[0.7,0.8)",2,0.7335714153740174,0.5,-0.23357141537401738,platt_vol,20+,RB
exante_low,"[0,0.1)",421,0.023628650753397522,0.021377672209026127,-0.002250978544371396,platt_vegas,20+,RB
exante_mid,"[0,0.1)",545,0.05137016916152061,0.062385321100917435,0.011015151939396825,platt_vegas,20+,RB
exante_mid,"[0.1,0.2)",74,0.12068512487230391,0.06756756756756757,-0.05311755730473634,platt_vegas,20+,RB
exante_mid,"[0.2,0.3)",1,0.2254437228896464,0,-0.2254437228896464,platt_vegas,20+,RB
