content_tier,content_rank,position,player_id,player_name,player_disp,posteam,defteam,model_rank,ecr_rank,rank_gap,start_pct,boom_pct,disp_vol,report_status,p_start_recal,p_boom_recal,pred_vol,content_score
caution,2,WR,00-0038124,Christian Watson,Christian Watson,GB,NYJ,29,13,-16,33,18,7,NA,0.32779405778948967,0.1778975741239892,6.8210361262072325,0.18389757412398922
caution,3,WR,00-0036900,Ja'Marr Chase,Ja'Marr Chase,CIN,HOU,18,3,-15,40,22,9,NA,0.399152931257442,0.22448979591836735,8.632280912984152,0.24448979591836734
caution,4,WR,00-0040735,Luther Burden III,Luther Burden III,CHI,MIN,37,23,-14,29,14,7,NA,0.2909411570531479,0.14439140811455847,6.705475019689877,0.14439140811455847
caution,5,TE,00-0038996,Tucker Kraft,Tucker Kraft,GB,NYJ,19,7,-12,26,14,5,NA,0.2633356049651308,0.13704041652937018,5.372457205117966,0.13704041652937018
caution,6,TE,00-0040128,Tyler Warren,Tyler Warren,IND,KC,14,3,-11,30,17,6,NA,0.3038080811860812,0.16647913781490636,6.0766509459508935,0.16647913781490636
caution,7,TE,00-0040126,Colston Loveland,Colston Loveland,CHI,MIN,13,2,-11,30,15,6,NA,0.3046356951962278,0.15122524296657658,5.529132083189131,0.15122524296657658
caution,8,RB,00-0038134,Kenneth Walker III,Kenneth Walker III,KC,IND,13,4,-9,45,21,19,NA,0.4455941068416061,0.2143770526189429,18.801012375097248,0.23237705261894293
caution,9,WR,00-0037740,Garrett Wilson,Garrett Wilson,NYJ,GB,16,9,-7,43,26,9,NA,0.4306240851357327,0.2624254473161034,9.072218234971778,0.2844254473161034
caution,10,TE,00-0040663,Harold Fannin Jr.,Harold Fannin Jr.,CLE,TB,22,15,-7,25,10,6,NA,0.24664911292119804,0.10479591199092415,6.018330045830968,0.10479591199092415
caution,11,TE,00-0036040,Juwan Johnson,Juwan Johnson,NO,BAL,17,11,-6,28,14,6,NA,0.275348648320393,0.1386780384235248,6.085918157471699,0.1386780384235248
caution,12,WR,00-0038543,Jaxon Smith-Njigba,Jaxon Smith-Njigba,SEA,ARI,7,2,-5,49,29,9,NA,0.4930325200360496,0.2911392405063291,8.96529462461541,0.3011392405063291
caution,13,TE,00-0034351,Dallas Goedert,Dallas Goedert,PHI,TEN,11,6,-5,31,22,6,NA,0.3139731907462686,0.21748354348230667,6.01913561428743,0.21948354348230667
caution,14,WR,00-0039067,Rashee Rice,Rashee Rice,KC,IND,20,15,-5,36,18,7,NA,0.3647467682648722,0.1778975741239892,7.4026100426970896,0.18989757412398922
caution,15,TE,00-0037838,Isaiah Likely,Isaiah Likely,NYG,LA,12,8,-4,31,16,6,NA,0.3111864975267549,0.16430153306356798,6.178244268377626,0.16630153306356799
caution,16,RB,00-0038120,Breece Hall,Breece Hall,NYJ,GB,18,14,-4,32,13,18,NA,0.31588190007819195,0.1340929559889854,17.608491866132102,0.1380929559889854
caution,17,TE,00-0033090,Hunter Henry,Hunter Henry,NE,PIT,21,18,-3,25,12,5,NA,0.2535642313210973,0.11627981872771467,5.426244231165924,0.11627981872771467
swing,1,WR,00-0039792,Devontez Walker,Devontez Walker,BAL,NO,21,105,84,35,20,6,NA,0.3536880976288665,0.19836717428087983,6.295800425025486,1.0483671742808798
swing,2,WR,00-0032464,Kalif Raymond,Kalif Raymond,CHI,MIN,14,78,64,44,22,8,NA,0.4356702611262708,0.22448979591836735,7.971369734065129,0.8844897959183674
swing,3,TE,00-0039338,Brock Bowers,Brock Bowers (D),LV,LAC,10,43,33,32,16,7,Doubtful,0.32383350474579997,0.15613093207204168,6.555322443468036,0.4901309320720417
swing,4,WR,00-0040667,Matthew Golden,Matthew Golden,GB,NYJ,6,32,26,51,31,8,NA,0.506062152511839,0.30948979591836734,7.911166434458253,0.5754897959183674
swing,5,WR,00-0039894,Xavier Worthy,Xavier Worthy,KC,IND,24,49,25,35,18,7,NA,0.3470411650211117,0.1778975741239892,7.151413369053852,0.4378975741239892
swing,6,TE,00-0033881,Evan Engram,Evan Engram,DEN,JAX,7,25,18,38,20,6,NA,0.37687661459206134,0.19907502425393295,6.298832636082331,0.3950750242539329
swing,7,TE,00-0038129,Cade Otton,Cade Otton,TB,CLE,9,23,14,35,18,6,NA,0.34595471851651344,0.18225036786542792,6.174245473955265,0.33225036786542794
swing,8,TE,00-0034829,Mike Gesicki,Mike Gesicki,CIN,HOU,8,22,14,37,17,6,NA,0.3664685949189827,0.1730087298720491,6.474231037343938,0.3270087298720491
swing,9,RB,00-0037228,Jaylen Warren,Jaylen Warren,PIT,NE,17,26,9,33,18,15,NA,0.33417116128158275,0.17765108711624183,15.30562115731738,0.27365108711624186
swing,10,WR,00-0040129,Emeka Egbuka,Emeka Egbuka,TB,CLE,17,20,3,42,22,8,NA,0.42001873864820305,0.22448979591836735,8.029395247901363,0.27848979591836737
swing,11,WR,00-0031381,Davante Adams,Davante Adams,LA,NYG,19,22,3,38,22,8,NA,0.3767322835549461,0.22264875239923224,7.755330803526324,0.26864875239923225
swing,12,RB,00-0040715,Cam Skattebo,Cam Skattebo,NYG,LA,16,19,3,40,17,18,NA,0.402714018056788,0.1662520866506994,17.818917701299554,0.2162520866506994
swing,13,RB,00-0041027,Jeremiyah Love,Jeremiyah Love,ARI,SEA,21,24,3,28,17,15,NA,0.28249809171251833,0.17494758780460373,15.459081393478854,0.20494758780460373
swing,14,WR,00-0036554,Nico Collins,Nico Collins (O),HOU,CIN,1,NA,NA,58,38,9,Out,0.580485778381383,0.3766666666666667,9.000205024560783,0.3766666666666667
swing,15,WR,00-0039064,Zay Flowers,Zay Flowers (D),BAL,NO,8,NA,NA,48,28,9,Doubtful,0.47896038580153527,0.27710843373493976,8.689463495151454,0.2891084337349398
swing,16,RB,00-0040666,Omarion Hampton,Omarion Hampton,LAC,LV,14,13,-1,41,19,19,NA,0.4127372040570132,0.19211965726347016,19.176103947744245,0.21411965726347015
swing,17,WR,00-0035640,DK Metcalf,DK Metcalf,PIT,NE,30,27,-3,32,18,9,NA,0.3158429031044709,0.1778975741239892,8.52834854641249,0.18189757412398921
