cell,bin,n,pred,emp,delta,method,threshold,position
exante_high,"[0.4,0.5)",104,0.4418125,0.5096153846153846,0.06780288461538458,raw,20+,RB
exante_high,"[0.5,0.6)",26,0.5394230769230769,0.6538461538461539,0.11442307692307696,raw,20+,RB
exante_high,"[0.6,0.7)",6,0.62975,0.5,-0.12975000000000003,raw,20+,RB
exante_low,"[0,0.1)",1595,0.033128554141220866,0.02821316614420063,-0.0049153879970202374,platt,20+,RB
exante_low,"[0.1,0.2)",1,0.11058017876104102,0,-0.11058017876104102,platt,20+,RB
exante_mid,"[0,0.1)",2767,0.06538417012940682,0.06758221900975786,0.002198048880351036,platt,20+,RB
exante_mid,"[0.1,0.2)",582,0.11913565357723949,0.12371134020618557,0.004575686628946085,platt,20+,RB
exante_high,"[0,0.1)",94,0.09129553124951688,0.0851063829787234,-0.006189148270793476,platt,20+,RB
exante_high,"[0.1,0.2)",1954,0.15594551097921286,0.14278403275332652,-0.013161478225886342,platt,20+,RB
exante_high,"[0.2,0.3)",1972,0.24510678478181822,0.2383367139959432,-0.006770070785875021,platt,20+,RB
exante_high,"[0.3,0.4)",692,0.3385130436173735,0.3352601156069364,-0.003252928010437084,platt,20+,RB
exante_high,"[0.4,0.5)",172,0.4407651141930073,0.4476744186046512,0.006909304411643891,platt,20+,RB
exante_high,"[0.5,0.6)",55,0.5409252648588376,0.5818181818181818,0.04089291695934416,platt,20+,RB
